geoid,CSA,povrate,AfAmPct_numeric,HighPov_numeric,sales_hh,permit_hh,agg_hh,res_hh,comm_hh,CRA_hh,pub_hh,miss_hh
24510120202,Greater Charles Village/Barclay,0.360246539,1,1,17646.82227,195209.5156,66440.92188,32920.5,28192.34766,327.4078369,5325.770996,0
24510120300,Greater Charles Village/Barclay,0.294901967,1,1,36792.79297,13825.56152,60147.46875,52253.41797,5976.533203,422.1395874,1914.228516,5564.542969
24510120400,Greater Charles Village/Barclay,0.426651746,2,1,30917.84375,54762.14063,91606.57031,74753.49219,10634.45508,393.5400391,6215.652832,31912.46484
24510120500,Midtown,0.295325458,2,1,41579.34766,96028.78125,156530.6406,71275.03125,80007.88281,1136.592773,5239.060059,41285.25391
24510120600,Greater Charles Village/Barclay,0.439345568,1,1,27613.79297,24835.15625,88588.94531,36575.01953,35979.93359,1959.062622,16020.2998,6722.850098
24510120700,Medfield/Hampden/Woodberry/Remington,0.17343016,1,0,58846.46875,69809.11719,129036.3281,53601.01953,66658.78125,2197.623779,8761.478516,21046.77734
24510130100,Penn North/Reservoir Hill,0.336603761,2,1,13642.42969,18201.74805,137763.4375,25534.0332,13980.67969,107.8636017,98248.09375,1619.102905
24510130200,Penn North/Reservoir Hill,0.349019617,2,1,24325.37109,11638.65918,47046.48828,46202.89844,494.8265076,11.6442194,348.6033325,2022.429199
24510130300,Penn North/Reservoir Hill,0.331008822,3,1,19148.56445,5277.875488,38141.71484,31830.24219,5147.338379,656.2998657,1159.410278,1802.680664
24510130400,Penn North/Reservoir Hill,0.305034131,3,1,9792.772461,32570.74609,20178.44922,17033.97461,0,132.2657166,3143.534912,450.3882446
24510130600,Medfield/Hampden/Woodberry/Remington,0.104284979,1,0,69011.50781,13978.10254,130989.8203,91403.71875,34046.85156,2132.57373,5522.939941,4603.02832
24510130700,Medfield/Hampden/Woodberry/Remington,0.059289385,1,0,42473,52653.16406,80245.78906,71021.25,8371.702148,1009.731384,845.1533203,659.4378052
24510130803,Medfield/Hampden/Woodberry/Remington,0.091225356,1,0,29666.32813,1918.813965,48887.74219,47376.55469,1404.725464,235.1987,104.9643173,1312.23999
24510130804,Medfield/Hampden/Woodberry/Remington,0.155879185,1,0,58902.48828,33674.26953,85499.71875,70715.96094,14136.50098,1300,636.1793213,4173.262207
24510130805,Mount Washington/Coldspring,0.13765642,3,0,2756.108398,25402.61328,18409.0918,17139.5332,0,883.9337158,1264.253906,2375.884277
24510130806,Medfield/Hampden/Woodberry/Remington,0.115883306,1,0,75038.0625,28411.99414,154846.0625,82786.86719,72037.64844,2945.292725,0,1684.116333
24510140100,Midtown,0.176803082,1,0,41693.99609,30040.50977,85426.92969,80256.71875,4573.169922,146.1196442,595.7768555,2408.487061
24510140200,Upton/Druid Heights,0.565972209,3,1,17518.26367,6190.384277,27978.16016,25183.91992,1662.854736,19.07407379,1131.272217,5806.609863
24510140300,Upton/Druid Heights,0.426194698,3,1,16967.07031,4081.458008,30558.86523,23923.26172,3684.633057,154.542511,2950.044434,1462.29834
24510150100,Sandtown-Winchester/Harlem Park,0.473208517,3,1,3913.735596,4431.256348,13989.13379,11005.73633,866.7872925,98.34087372,2116.02002,2127.621094
24510150200,Sandtown-Winchester/Harlem Park,0.263287574,3,1,5883.08252,3509.240723,10574.56543,7862.509277,1508.150635,35.91954041,1202.788208,1155.050903
24510150300,Greater Rosemont,0.234859675,3,0,9026.34375,2360.906982,10875.55957,10750.3877,3.453336954,37.0370369,121.4962997,1413.648682
24510150400,Greater Mondawmin,0.162110448,3,0,5145.916992,11133.23242,19758.96875,7394.118652,9773.904297,448.9082947,2587.937744,3155.06958
24510150500,Greater Mondawmin,0.264896363,3,1,25770.43164,32203.41797,122444.1953,16059.49805,106377.0938,974.5853882,0,1454.846924
24510150600,Greater Rosemont,0.292352736,3,1,7527.792969,15651.64941,26396.66211,12421.41016,10819.39355,328.1351318,3152.821533,82.20986176
24510150701,Greater Mondawmin,0.191558436,3,0,12996.45801,25013.07031,70411.89063,27863.19531,0,,42548.6875,6847.98584
24510150702,Greater Mondawmin,0.237280294,3,0,9534.998047,2326.346191,45998.37891,45804.55469,193.5641022,,0,2258.835693
24510150800,Forest Park/Walbrook,0.256303489,3,1,21009.27539,6249.508301,37128.47656,35593.44141,146.5816345,280.8712158,1386.295776,2876.759033
24510150900,Forest Park/Walbrook,0.218347996,3,0,18462.77539,4833.022461,52090.73828,39429.38281,8.124022484,81.64206696,12652.74121,6143.088379
24510151000,Dorchester/Ashburton,0.274501562,3,1,23905.17383,9550.121094,47951.78125,42308.82031,4460.599609,150.6753998,1181.198486,3510.641113
24510151100,Dorchester/Ashburton,0.156922624,3,0,18860.89648,1891.274414,43466.56641,36299.17188,6405.818848,94.30740356,761.0072021,3894.611572
24510151200,Southern Park Heights,0.315634847,3,1,6383.318359,3815.854736,12261.80273,11181.40918,843.3856201,,237.0075531,3442.440918
24510151300,Southern Park Heights,0.443149328,3,1,6188.854492,8044.993164,20782.45703,14730.83594,5630.66748,679.7874756,416.3955688,7294.686523
24510160100,Sandtown-Winchester/Harlem Park,0.387912571,3,1,11415.09277,10439.45996,11615.88086,10143.31445,1046.7948,105.5144806,425.1386414,529.848999
24510160200,Sandtown-Winchester/Harlem Park,0.303356826,3,1,9074.893555,3289.509766,36436.625,35279.70703,541.5645752,11.41552544,615.2351685,1156.311401
24510160300,Sandtown-Winchester/Harlem Park,0.39366883,3,1,5812.955078,27383.57227,34503.86719,11581.40137,13189.82617,182.3266144,9731.543945,1758.08606
24510160400,Sandtown-Winchester/Harlem Park,0.377690107,3,1,5276.155762,3580.470215,7785.905762,6946.932129,330.9727783,20.07528305,507.8802185,1423.210815
24510160500,Greater Rosemont,0.256929159,3,1,6325.400391,3840.132324,19425.49609,11531.11816,6178.812988,319.0445557,1712.769165,1470.194336
24510160600,Greater Rosemont,0.362280399,3,1,2531.166748,2424.496094,11442.54102,6981.733887,4325.523926,347.3575439,133.0217743,1132.206177
24510160700,Greater Rosemont,0.37157166,3,1,4201.479004,2533.217041,9731.927734,8506.323242,624.020752,53.62505341,601.2619019,1195.922852
24510160801,Edmondson Village,0.183431953,3,0,10200.92773,1450.144653,24940.33594,24418.0332,0,,522.3044434,2839.063232
24510160802,Edmondson Village,0.128108278,3,0,11692.48926,2995.641846,59505.30469,23973.41406,837.1099243,9.880143166,34693.87891,4693.261719
24510170100,Downtown/Seton Hill,0.278390646,2,1,16121.56836,40176.41797,39101.41797,13305.83398,25639.92188,517.1070557,152.4390259,600.3675537
24510170200,Upton/Druid Heights,0.51982671,3,1,11826.51465,57808.84375,41816.17969,23883.58594,10337.50195,7.587253571,7595.043945,886.4203491
24510170300,Upton/Druid Heights,0.310344815,3,1,5065.508301,3685.273682,33786.98047,32395.58594,403.32547,35.69864273,987.5558472,1411.360474
24510180100,Poppleton/The Terraces/Hollins Market,0.585964918,3,1,23624.85352,211959.5469,22308.08398,2972.61084,16236.13477,73.7044754,3098.739502,13876.08887
24510180200,Poppleton/The Terraces/Hollins Market,0.406962782,2,1,19958.92188,25924.42969,242324.75,6538.083496,235724.25,762.1483154,57.49360657,30743.98438
24510180300,Poppleton/The Terraces/Hollins Market,0.36153847,2,1,32423.00586,30084.5625,47043.94531,34856.11719,9282.116211,981.9919434,2897.959473,4302.997559
24510190100,Southwest Baltimore,0.387234032,3,1,11045.50586,5251.921875,16952.71484,9956.208008,4507.478027,166.2606506,2487.296387,3529.530518
24510190200,Southwest Baltimore,0.33075434,2,1,21375.14844,10481.46289,35069.66406,31879.58203,3188.798096,181.4200134,0,1809.209473
24510190300,Southwest Baltimore,0.362570554,2,1,10863.06055,3161.917969,28935.80664,16800.92773,11594.88867,435.8533936,537.3745728,714.2996826
24510200100,Southwest Baltimore,0.474969476,3,1,4622.101563,5506.57959,13857.43652,12346.43359,966.4762573,7.773631573,544.3687134,4329.03418
24510200200,Southwest Baltimore,0.387192845,3,1,8127.354004,6402.98291,11571.9834,7018.345215,3333.969238,562.7099609,1214.628174,1639.628784
24510200300,Southwest Baltimore,0.4375,2,1,9534.913086,3849.457764,138530.7344,132517.5156,5888.775879,276.1904907,122.7690277,0
24510200400,Southwest Baltimore,0.388014525,3,1,6439.167969,4494.837891,7019.628906,5847.778809,1167.162231,482.9749146,0,815.2493286
24510200500,Southwest Baltimore,0.459386289,2,1,9170.383789,7339.495605,25778.00781,6618.711914,17468.32617,676.2988892,1685.227661,370.9714661
24510200600,Allendale/Irvington/S. Hilton,0.282600224,2,1,8424.191406,19029.88477,40242.76172,12310.94434,27828.94531,2139.051025,87.5145874,19643.93945
24510200701,Allendale/Irvington/S. Hilton,0.269800514,3,1,6523.318848,8501.984375,14533.375,14330.15137,0,28.5790596,203.0523529,2505.213623
24510200702,Allendale/Irvington/S. Hilton,0.395614862,3,1,7620.818359,3717.382324,17495.60742,17279.27539,142.5178223,125.4948502,73.06175995,3144.069092
24510200800,Allendale/Irvington/S. Hilton,0.26149559,3,1,13893.8877,6618.736816,27938.27539,18894.81445,8166.287598,677.5320435,873.1082764,1806.473755
24510210100,Washington Village/Pigtown,0.272306383,2,1,58837.95703,272693.0938,141865.3594,73115.14063,62379.07031,3151.561279,6345.625488,5083.02832
24510210200,Washington Village/Pigtown,0.342523873,2,1,47092.27344,22234.5625,107058.7266,56412.56641,46742.32813,1991.551514,3887.023926,1787.90332
24510220100,Inner Harbor/Federal Hill,0.11058151,1,0,78992.07813,123613.6719,228597.1719,80729.5,139569.375,2428.257568,8280.303711,1389.522705
24510230100,Inner Harbor/Federal Hill,0.181621626,1,0,121016.6719,92492.90625,171929.125,131285.2031,39914.97266,3035.076172,705.1045532,1081.369141
24510230200,Inner Harbor/Federal Hill,0.070326678,1,0,129175.6641,17270.85742,225826.0313,171151.0156,54096.87109,2772.832031,559.3146973,2146.701416
24510230300,South Baltimore,0.093473002,1,0,174966.4531,182295.4375,314676.25,277758.625,35600.80078,1340.011597,1306.620239,5215.242188
24510240100,South Baltimore,0.048749197,1,0,194702,92969.13281,309318.375,183976.0313,123779.5781,1078.45813,1554.934692,271.6499329
24510240200,Inner Harbor/Federal Hill,0.030621713,1,0,109843.3906,134693.0625,149149.5469,128265.3047,20851.95898,1237.949341,22.32230377,2722.23999
24510240300,Inner Harbor/Federal Hill,0.076653309,1,0,143912.5,27818.0625,212393.0469,206995.9219,4404.95166,658.5877075,987.3231812,544.588562
24510240400,South Baltimore,0.01675042,1,0,147126.0469,62621.94141,271076.9688,178040.5156,89636.03125,739.2473145,3395.321777,1294.163696
24510250101,Beechfield/Ten Hills/West Hills,0.226497695,2,0,13548.2002,7067.521973,32934.77734,32934.77734,0,,0,2562.217285
24510250102,Allendale/Irvington/S. Hilton,0.142812401,3,0,7290.160156,16068.80762,22865.46484,18791.44336,416.6372375,41.49604416,3657.041016,3392.249268
24510250103,Morrell Park/Violetville,0.186475411,1,0,39808.64453,41878.57422,92248.57813,35010.46484,57219.52344,2087.530762,5.239557743,9923.679688
24510250203,Cherry Hill,0.259851515,2,1,2929.081299,9790.398438,12102.38867,11873.25977,222.1659088,1130.798706,0,1527.508301
24510250204,Cherry Hill,0.653196156,3,1,568.6334839,98958.94531,8052.066406,368.4915161,2059.95874,,5623.579102,10.38197708
24510250205,Westport/Mount Winans/Lakeland,0.161571071,2,0,20481.79492,8450.385742,22480.05078,13800.00879,8398.414063,2720.260986,262.214386,770.0785522
24510250206,Morrell Park/Violetville,0.206349209,1,0,45867.74219,36419.09766,262010.7813,31051.30273,230906.625,7335.36084,0,1103.657959
24510250207,Cherry Hill,0.202141896,2,0,2417.749756,1692.430908,45126.26563,1503.36438,42714.22656,700.338623,904.1117554,0
24510250301,Westport/Mount Winans/Lakeland,0.335464627,3,1,5044.717285,9296.332031,26053.75586,14240.09277,6410.484863,1290.123535,5392.508789,1229.889648
24510250303,Morrell Park/Violetville,0.355544984,1,1,21243.20703,11776.75879,42670.94922,26378.44922,15795.74316,2777.210938,478.5464783,1450.035645
24510250401,Brooklyn/Curtis Bay/Hawkins Point,0.219919249,1,0,15267.55273,11854.80176,31729.09766,20483.52734,10679.65234,536.2775879,561.8755493,1246.334473
24510250402,Brooklyn/Curtis Bay/Hawkins Point,0.351759881,2,1,6103.996094,1042.662964,22302.32227,21148.49023,1152.556152,199.2685547,0,1101.211792
24510250500,Brooklyn/Curtis Bay/Hawkins Point,0.317832291,1,1,20549.63086,29501.3418,49080.69531,10417.11133,28993.74219,2536.514404,9651.101563,1885.923462
24510250600,Brooklyn/Curtis Bay/Hawkins Point,,3,1,,,,,,,,
24510260101,Cedonia/Frankford,0.187213659,2,0,25821.16602,2749.321289,52680.62109,48514.94922,4048.882568,81.37919617,116.1683197,3220.337891
24510260102,Cedonia/Frankford,0.115218729,3,0,21609.38867,3711.736328,54301.80859,48427.10938,5874.033203,110.8257294,0,11251.01758
24510260201,Cedonia/Frankford,0.177295163,2,0,12408.26953,4106.54541,28030.86328,22406.86328,3514.483398,183.2897797,2108.351074,3357.117188
24510260202,Cedonia/Frankford,0.180309311,2,0,7270.383789,5604.989258,17461.41016,16538.1543,726.3654785,23.31002235,196.7508698,1964.328857
24510260203,Cedonia/Frankford,0.212773591,3,0,12001.60254,2828.198975,27316.71094,23900.67578,3390.547119,155.0612488,24.55996132,2590.874512
24510260301,Belair-Edison,0.316314429,3,1,10980.24707,3720.617188,30628.42773,27938.04688,2240.084473,379.9237671,447.9485474,3864.012451
24510260302,Belair-Edison,0.275051296,3,1,10127.06934,6045.896484,27123.32031,24672.08398,108.3616333,56.23938751,2341.962646,3392.489746
24510260303,Claremont/Armistead,0.370786518,2,1,33023.5625,50283.88672,112016.4375,31680.28906,73228.875,3628.669922,7080.497559,29449.67383
24510260401,Claremont/Armistead,0.196947888,1,0,625.4061279,1814.689331,453.8761597,0,429.7565002,329.858429,22.14054108,0
24510260402,Claremont/Armistead,0.245701998,3,0,7859.10498,5373.703125,44989.65234,36983.29297,5085.937988,1795.074707,2906.505615,3257.448242
24510260403,Claremont/Armistead,0.298909932,3,1,5183.463379,17913.57422,26084.33203,9647.530273,15974.67773,1241.426636,452.6748962,1500.654419
24510260404,Orangeville/East Highlandtown,0.300421149,1,1,122110.9375,80541.55469,211100.3125,20627.03125,189481.375,10669.58594,907.6433105,22312.51563
24510260501,Orangeville/East Highlandtown,0.112166278,1,0,37489,70262.70313,71809.64063,30596.14844,34035.28125,1370.127563,7169.0625,1519.639648
24510260604,Southeastern,0.429068148,2,1,6372.624512,50723.8125,57302.25391,11426.0918,42757.60938,8.662508011,3118.503174,43358.02734
24510260605,Southeastern,0.267481655,1,1,89069.22656,177343.6875,147428.9844,30517.49414,103532.6563,4017.248047,13347.60742,4039.233154
24510260700,Orangeville/East Highlandtown,0.224307418,1,0,65310.21484,61618.60547,106708.9922,72627.42969,34062.16797,2467.062012,0,1589.977905
24510260800,Highlandtown,0.268442631,1,1,41792.25391,6205.298828,64192.90625,42714.84375,21460.83984,1052.294556,9.103522301,2903.032227
24510260900,Highlandtown,0.079712749,1,0,114048.3438,82359.52344,225871.7188,172416.0156,53346.52344,1960.679443,92.75883484,3693.67749
24510261000,Patterson Park North & East,0.184673369,1,0,67722.53906,10759.75781,96867.46094,89227.19531,6443.363281,328.4708252,1194.930542,2136.388184
24510261100,Highlandtown,0.104016475,1,0,196334.4688,28039.99805,277569.8438,256097.5156,21139.8457,895.8793335,326.4578247,1516.895142
24510270101,Lauraville,0.289933681,1,1,32403.5957,3971.321777,61874.96875,61873.37891,0,98.10479736,0,2692.496094
24510270102,Lauraville,0.089180507,2,0,29012.30664,3156.060791,65749.10938,64906.72266,842.0964355,48.99720764,0,9726.337891
24510270200,Lauraville,0.097069599,1,0,28959.50586,4753.354492,70338.25781,66553.23438,3780.265869,655.2543945,0,3563.525391
24510270301,Lauraville,0.112643681,2,0,27829.57813,3669.672852,61952.59766,54845.10547,7068.068848,50.93378448,38.90930557,3943.037842
24510270302,Lauraville,0.121757545,1,0,33445.49219,3873.581543,68034.91406,60427.85156,7599.670898,1006.015015,0,4215.185547
24510270401,Hamilton,0.147781625,2,0,20931.04688,3551.436523,42034.23828,38844.75781,2896.989502,567.0395508,288.5534668,4662.080566
24510270402,Hamilton,0.097624473,1,0,38250.42578,7267.26416,71947.29688,66961.51563,4460.381836,513.765564,521.3817749,6699.3125
24510270501,Harford/Echodale,0.067766942,1,0,34374.58203,49870.6875,60703.69531,55123.16016,4675.347656,329.0415039,903.2084351,2475.890137
24510270502,Hamilton,0.134125635,2,0,36945.78516,3359.408936,61141.87109,57218.125,3920.891846,344.2499695,0,3561.340332
24510270600,Harford/Echodale,0.132522404,2,0,30600.41797,3732.097656,60418.75,57894.15625,2523.599365,104.235733,0,5233.481445
24510270701,Harford/Echodale,0.241698846,3,0,,294.3623962,0,,,,0,
24510270702,Harford/Echodale,0.127799019,2,0,18925.51758,7374.124512,38079.74609,37515.87891,552.9255981,72.48017883,9.660248756,2488.120117
24510270703,Harford/Echodale,0.081886791,1,0,28352.18359,9321.634766,52962.20313,49530.46875,1761.501099,343.8518677,1667.536865,1215.569702
24510270801,Loch Raven,0.18801026,2,0,15648.63867,2594.802734,36469.27734,36075.97266,393.3051147,,0,5287.190918
24510270802,Loch Raven,0.159134194,3,0,20660.64063,5870.906738,36923.72656,27101.04492,2433.055908,260.1792603,7387.661621,3468.925049
24510270803,Loch Raven,0.141023755,3,0,13869.31152,4107.255371,46176.16797,43845.46484,2287.622314,175.8544006,42.02563095,2730.261963
24510270804,Chinquapin Park/Belvedere,0.183926299,1,0,19409.10156,1839.380859,44944.39063,43186.83203,1756.734131,105.9972076,0,760.7681885
24510270805,Chinquapin Park/Belvedere,0.112576455,2,0,19417.81445,6562.443848,45445.26563,37363.91797,7731.422363,800.7355347,343.7652893,4666.607422
24510270901,Northwood,0.105566703,3,0,12582.77148,980.6228638,24649.72656,24649.57422,0,25.39102173,0,3653.36792
24510270902,Northwood,0.089860052,3,0,17591.29297,3630.04248,39447.61719,39031.87891,89.00771332,35.57784271,326.5186157,4738.753906
24510270903,Northwood,0.195483416,2,0,21533.4375,3562.390381,42893.35938,39451.16797,3275.4729,121.6545029,165.9884491,3676.039795
24510271001,Greater Govans,0.204631582,3,0,6925.076172,6683.642578,33114.78906,30699.74023,698.645813,158.1043396,1715.457642,1838.761719
24510271002,Greater Govans,0.357559562,3,1,11773.88477,5643.053223,31830.39258,28357.23828,1805.494995,54.817276,1667.331055,3892.191895
24510271101,North Baltimore/Guilford/Homeland,0.273943275,1,1,36147.91406,61048.64453,52402.42969,50066.54688,2335.581543,50.62823486,0,1560.230835
24510271102,North Baltimore/Guilford/Homeland,0.029686175,1,0,165850.75,249810.7656,426351,274742.8438,1289.084106,965.0112915,150312.5,1830.61499
24510271200,North Baltimore/Guilford/Homeland,0.062083535,1,0,136122.0938,17015.76367,239964.0625,229697.75,10255.82227,1492.372437,0,3888.85376
24510271300,Greater Roland Park/Poplar Hill,0.062745102,1,0,111818.2578,25584.2207,196491.9844,187861.8281,5740.37793,1697.846802,2877.660156,560.6487427
24510271400,Greater Roland Park/Poplar Hill,0.097512156,1,0,86887.92188,10965.78613,182477.4375,180197.9375,2269.306396,1471.978394,0,698.9924316
24510271501,Mount Washington/Coldspring,0.079873756,1,0,74679.71875,87951.35938,149010.3438,136800.4063,10389.35938,1513.487915,1808.455566,2584.704834
24510271503,Greater Roland Park/Poplar Hill,0.045553144,1,0,1665.616455,5869.52002,46318.82422,1935.52832,43153.51172,1281.493042,1220.346802,2542.95166
24510271600,Southern Park Heights,0.344444454,3,1,9829.415039,10413.49805,29549.26172,18463.80273,10075.60938,65.37450409,1009.457275,11339.0791
24510271700,Pimlico/Arlington/Hilltop,0.187020391,3,0,22623.19531,28498.12695,24995.14063,19894.89258,5046.25293,139.3740845,52.91484833,2383.224365
24510271801,Pimlico/Arlington/Hilltop,0.33706817,3,1,6026.968262,16727.54492,30957.25,12551.00488,17107.82617,260.9788513,1296.152344,1865.306396
24510271802,Pimlico/Arlington/Hilltop,0.348333895,3,1,5636.791016,13779.79199,19201.30859,9189.879883,2666.562012,136.1111145,7344.050293,2708.184326
24510271900,Glen-Fallstaff,0.261584461,2,1,26769.57813,4562.174805,58560.92188,49606.37109,8415.969727,749.8352051,531.8117676,3733.796631
24510272003,Cross-Country/Cheswolde,0.0515396,1,0,33554.90625,6432.205078,84859.6875,84296.08594,536.5310669,342.4285889,25.02632904,2655.095459
24510272004,Cross-Country/Cheswolde,0.101534829,1,0,6703.247559,2372.092285,26275.30664,25862.13086,411.3948364,277.4083557,0,270.8350525
24510272005,Cross-Country/Cheswolde,0.184545457,1,0,17973.60742,6910.751953,54524.625,51210.88672,3312.012695,32.47794724,0,112.2694473
24510272006,Glen-Fallstaff,0.19629629,1,0,32553.11328,18203.29688,47097.63672,39486.13281,7041.868652,249.1491547,567.5675659,3663.783936
24510272007,Glen-Fallstaff,0.234490007,1,0,16463.53125,5393.52832,44706.04297,39935.36719,4620.160156,423.3193359,147.2678528,3445.827393
24510280101,Glen-Fallstaff,0.310489863,3,1,13132.67188,10624.53027,76896.96875,20507.41602,54327.08594,2211.644043,2047.244141,3957.856201
24510280102,Howard Park/West Arlington,0.221314266,3,0,17643.31641,61412.9375,51366.22656,34016.79297,16444.91797,358.4543152,901.420166,3641.224121
