gisjoin,white,black,AAPI,Hisp,id
G24003107008181,272,748,252,334,24003107008181
G24003107008182,285,663,316,872,24003107008182
G24003107008183,298,600,125,170,24003107008183
G24003107008184,451,733,95,556,24003107008184
G24003107008191,548,325,245,256,24003107008191
G24003107008192,347,301,51,933,24003107008192
G24003107008193,1419,593,352,612,24003107008193
G24003107008194,136,616,95,298,24003107008194
G24003107008201,717,572,482,826,24003107008201
G24003107008221,618,220,308,549,24003107008221
G24003107008231,1689,154,590,286,24003107008231
G24003107008232,392,109,85,147,24003107008232
G24003107008241,2033,224,426,91,24003107008241
G24003107008261,843,0,62,39,24003107008261
G24003107008262,1567,0,393,143,24003107008262
G24003107008263,1725,185,338,140,24003107008263
G24003107008281,1488,57,602,74,24003107008281
G24003107008291,793,89,459,96,24003107008291
G24003107008292,856,48,473,252,24003107008292
G24003107008301,650,881,659,619,24003107008301
G24003107008321,810,748,323,1231,24003107008321
G24003107008331,545,207,420,569,24003107008331
G24003107008332,427,482,478,672,24003107008332
G24003107008341,361,282,68,195,24003107008341
G24003107008342,464,502,171,760,24003107008342
G24003107008343,585,622,224,616,24003107008343
G24003107008351,783,321,268,298,24003107008351
G24003107008352,858,516,1155,623,24003107008352
G24003107009011,930,231,849,59,24003107009011
G24003107009012,853,194,326,154,24003107009012
G24003107009021,668,481,218,388,24003107009021
G24003107009022,1284,132,196,341,24003107009022
G24003107009031,732,269,309,777,24003107009031
G24003107009041,759,152,331,265,24003107009041
G24003107009042,148,162,611,461,24003107009042
G24003107009051,786,138,809,100,24003107009051
G24003107009052,1187,98,749,203,24003107009052
G24003107010011,1281,132,643,724,24003107010011
G24003107010012,1459,25,237,258,24003107010012
G24003107010013,628,36,66,0,24003107010013
G24003107010021,495,50,168,27,24003107010021
G24003107010022,1471,8,252,192,24003107010022
G24003107010023,586,12,225,45,24003107010023
G24003107010041,767,439,141,155,24003107010041
G24003107010042,1351,65,125,33,24003107010042
G24003107010043,660,250,154,132,24003107010043
G24003107010044,729,6,212,107,24003107010044
G24003107010051,1423,323,664,459,24003107010051
G24003107010052,705,44,212,27,24003107010052
G24003107010061,873,26,431,19,24003107010061
G24003107010062,1518,43,468,284,24003107010062
G24003107010063,1098,12,373,61,24003107010063
G24003107010071,1331,445,637,42,24003107010071
G24003107010072,381,61,79,0,24003107010072
G24003107011011,347,20,97,330,24003107011011
G24003107011012,461,95,247,217,24003107011012
G24003107011013,281,1,142,42,24003107011013
G24003107011014,575,97,136,207,24003107011014
G24003107011015,490,43,19,746,24003107011015
G24003107011021,587,388,196,592,24003107011021
G24003107011022,414,134,165,893,24003107011022
G24003107011023,488,18,144,222,24003107011023
G24003107011024,340,0,110,548,24003107011024
G24003107011025,325,0,220,129,24003107011025
G24003107012011,1013,62,364,487,24003107012011
G24003107012012,783,45,571,699,24003107012012
G24003107012013,1051,201,143,626,24003107012013
G24003107012021,1215,54,44,246,24003107012021
G24003107012022,1079,24,10,51,24003107012022
G24003107012051,2025,265,165,61,24003107012051
G24003107012052,1918,150,263,211,24003107012052
G24003107012053,314,96,114,51,24003107012053
G24003107012054,625,52,86,31,24003107012054
G24003107012061,1126,17,134,251,24003107012061
G24003107012062,1251,0,165,484,24003107012062
G24003107012063,670,59,360,31,24003107012063
G24003107012064,1175,5,518,190,24003107012064
G24003107012101,590,102,429,55,24003107012101
G24003107012102,1311,40,200,92,24003107012102
G24003107012103,875,99,134,32,24003107012103
G24003107012111,1275,151,572,165,24003107012111
G24003107012112,1251,708,1218,431,24003107012112
G24003107012113,432,0,80,0,24003107012113
G24003107012121,656,45,138,20,24003107012121
G24003107012122,341,40,182,95,24003107012122
G24003107012123,908,40,272,148,24003107012123
G24003107012131,1171,0,211,20,24003107012131
G24003107012132,1610,121,274,122,24003107012132
G24003107012133,627,131,255,110,24003107012133
G24003107012134,706,17,18,142,24003107012134
G24003107012135,907,106,176,135,24003107012135
G24003107012141,1453,337,251,278,24003107012141
G24003107012142,918,54,172,172,24003107012142
G24003107012151,454,55,132,88,24003107012151
G24003107012152,864,84,93,60,24003107012152
G24003107012153,1150,230,297,238,24003107012153
G24003107012154,616,43,90,126,24003107012154
G24003107012161,394,0,151,73,24003107012161
G24003107012162,1101,43,500,194,24003107012162
G24003107012163,570,124,273,71,24003107012163
G24003107012164,578,29,358,132,24003107012164
G24003107012181,1334,237,448,398,24003107012181
G24003107012182,0,0,0,0,24003107012182
G24003107012183,290,25,142,71,24003107012183
G24003107012191,1048,422,1007,1833,24003107012191
G24003107012201,940,3,304,67,24003107012201
G24003107012202,881,180,1274,123,24003107012202
G24003107012211,1152,11,746,32,24003107012211
G24003107012212,945,413,902,63,24003107012212
G24003107013031,944,240,100,49,24003107013031
G24003107013032,1728,98,135,56,24003107013032
G24003107013041,1542,495,71,109,24003107013041
G24003107013042,686,0,13,253,24003107013042
G24003107013043,711,19,299,80,24003107013043
G24003107013044,1294,71,0,264,24003107013044
G24003107013061,1202,22,125,63,24003107013061
G24003107013062,1384,56,16,104,24003107013062
G24003107013071,2277,587,1053,248,24003107013071
G24003107013081,853,248,190,121,24003107013081
G24003107013082,1270,107,345,67,24003107013082
G24003107013121,845,43,342,0,24003107013121
G24003107013122,1011,61,144,140,24003107013122
G24003107013123,1189,202,516,198,24003107013123
G24003107013124,1066,0,55,104,24003107013124
G24003107013131,1144,355,184,259,24003107013131
G24003107013132,1070,168,291,114,24003107013132
G24003107013141,994,155,393,210,24003107013141
G24003107013142,614,205,170,387,24003107013142
G24003107013151,1239,284,139,365,24003107013151
G24003107013152,1287,490,437,96,24003107013152
G24003107013161,1676,900,88,309,24003107013161
G24003107013162,2444,169,379,319,24003107013162
G24003107013171,785,129,274,86,24003107013171
G24003107013172,1286,371,174,42,24003107013172
G24003107013173,983,85,107,96,24003107013173
G24003107014071,984,584,227,119,24003107014071
G24003107014072,626,398,233,37,24003107014072
G24003107014073,952,546,446,251,24003107014073
G24003107014081,1217,200,315,226,24003107014081
G24003107014082,509,186,510,21,24003107014082
G24003107014083,629,583,321,0,24003107014083
G24003107014084,970,206,152,190,24003107014084
G24003107014091,662,348,199,228,24003107014091
G24003107014092,736,343,315,0,24003107014092
G24003107014093,482,172,310,535,24003107014093
G24003107014101,401,494,193,86,24003107014101
G24003107014102,692,2377,391,772,24003107014102
G24003107014103,464,1527,404,254,24003107014103
G24003107014141,483,718,394,539,24003107014141
G24003107014142,507,381,260,11,24003107014142
G24003107014143,296,442,299,194,24003107014143
G24003107014144,246,1438,454,281,24003107014144
G24003107014151,524,197,216,192,24003107014151
G24003107014152,220,537,248,264,24003107014152
G24003107014153,463,315,240,169,24003107014153
G24003107014154,302,336,315,122,24003107014154
G24003107014155,284,1450,473,369,24003107014155
G24003107014171,155,467,675,68,24003107014171
G24003107014172,384,896,15,266,24003107014172
G24003107014173,122,715,140,174,24003107014173
G24003107014174,425,1063,262,14,24003107014174
G24003107014181,678,1711,599,478,24003107014181
G24003107014201,1887,665,71,61,24003107014201
G24003107014202,217,16,42,42,24003107014202
G24003107014203,756,748,621,24,24003107014203
G24003107014204,301,398,130,562,24003107014204
G24003107014211,100,952,140,413,24003107014211
G24003107014221,176,1099,169,99,24003107014221
G24003107014222,0,1409,14,122,24003107014222
G24003107014231,227,790,68,98,24003107014231
G24003107014232,130,807,221,302,24003107014232
G24003107014233,218,1279,115,242,24003107014233
G24003107015031,480,351,259,396,24003107015031
G24003107015032,293,776,217,16,24003107015032
G24003107015033,631,504,271,38,24003107015033
G24003107015034,540,622,462,427,24003107015034
G24003107015051,362,1484,86,174,24003107015051
G24003107015052,487,548,0,708,24003107015052
G24003107015053,1117,970,371,476,24003107015053
G24003107015061,1001,535,200,189,24003107015061
G24003107015062,792,997,179,381,24003107015062
G24003107015063,589,56,104,0,24003107015063
G24003107015071,663,573,459,111,24003107015071
G24003107015072,691,163,20,130,24003107015072
G24003107015073,618,384,404,136,24003107015073
G24003107015081,61,858,219,335,24003107015081
G24003107015082,59,438,37,0,24003107015082
G24003107015083,142,1454,204,197,24003107015083
G24003107015091,851,96,121,278,24003107015091
G24003107015092,110,872,0,361,24003107015092
G24003107015093,58,915,165,364,24003107015093
G24003107015094,14,1079,72,1257,24003107015094
G24003107016011,98,1000,238,960,24003107016011
G24003107016021,57,213,282,2554,24003107016021
G24003107016022,58,392,5,1486,24003107016022
G24003107016023,237,170,297,41,24003107016023
G24003107016024,178,364,358,487,24003107016024
G24003107017011,309,244,17,12,24003107017011
G24003107017012,985,420,102,151,24003107017012
G24003107017013,772,62,28,79,24003107017013
G24003107017021,684,889,182,727,24003107017021
G24003107017031,335,373,142,332,24003107017031
G24003107017032,587,339,49,77,24003107017032
G24003107017033,289,681,21,339,24003107017033
G24003107017041,581,433,46,251,24003107017041
G24003107017042,876,488,62,106,24003107017042
G24003107018001,456,1045,118,168,24003107018001
G24003107018002,196,1101,15,0,24003107018002
G24003107018003,686,81,19,102,24003107018003
G24003107018004,789,34,39,82,24003107018004
G24003107019001,199,335,78,1023,24003107019001
G24003107019002,330,66,43,415,24003107019002
G24003107019003,387,237,91,117,24003107019003
G24003107020001,25,475,220,1324,24003107020001
G24003107020002,125,208,84,763,24003107020002
G24003107020003,359,232,226,1519,24003107020003
G24003107021011,34,363,0,1760,24003107021011
G24003107021012,186,365,86,147,24003107021012
G24003107021013,292,442,515,282,24003107021013
G24003107021014,194,696,127,313,24003107021014
G24003107021021,968,68,50,38,24003107021021
G24003107021022,907,41,54,0,24003107021022
G24003107021023,883,80,44,13,24003107021023
G24003107022001,688,507,9,1145,24003107022001
G24003107022002,712,8,24,10,24003107022002
G24003107022003,751,55,207,77,24003107022003
G24003107022004,559,29,23,31,24003107022004
G24003107023011,584,673,108,371,24003107023011
G24003107023012,213,373,20,1111,24003107023012
G24003107023021,291,478,52,205,24003107023021
G24003107023022,691,87,30,7,24003107023022
G24003107023023,612,563,297,382,24003107023023
G24003107024011,621,48,95,54,24003107024011
G24003107024012,904,549,83,155,24003107024012
G24003107024021,452,353,110,20,24003107024021
G24003107024022,471,336,32,72,24003107024022
G24003107024023,919,1183,49,438,24003107024023
G24003107025001,515,710,45,99,24003107025001
G24003107025002,325,291,88,56,24003107025002
G24003107025003,302,452,113,46,24003107025003
G24003107025004,1511,1365,417,174,24003107025004
G24003107026011,403,120,34,391,24003107026011
G24003107026012,532,570,97,96,24003107026012
G24003107026013,427,383,32,67,24003107026013
G24003107026014,583,453,99,0,24003107026014
G24003107026021,545,274,113,233,24003107026021
G24003107026022,1528,1133,293,559,24003107026022
G24003107027001,799,617,101,1243,24003107027001
G24003107027002,505,169,139,91,24003107027002
G24003107027003,550,254,57,0,24003107027003
G24003107027004,649,945,180,503,24003107027004
G24003107028001,887,141,94,123,24003107028001
G24003107028002,471,422,109,474,24003107028002
G24003107028003,839,7,69,110,24003107028003
G24003107028004,613,407,10,111,24003107028004
G24003107029001,697,79,0,12,24003107029001
G24003107029002,698,232,112,276,24003107029002
G24003107029003,572,180,105,60,24003107029003
G24003107029004,750,527,81,24,24003107029004
G24003107029005,480,20,38,38,24003107029005
G24003107030001,491,85,30,113,24003107030001
G24003107030002,538,183,43,282,24003107030002
G24003107031001,340,440,227,338,24003107031001
G24003107031002,436,78,29,89,24003107031002
G24003107031003,865,95,60,419,24003107031003
G24003107031004,386,111,110,212,24003107031004
G24003107032011,1077,325,700,925,24003107032011
G24003107032012,785,11,87,661,24003107032012
G24003107032013,776,61,0,250,24003107032013
G24003107032014,987,77,96,249,24003107032014
G24003107032021,1463,99,0,102,24003107032021
G24003107032022,909,17,253,425,24003107032022
G24003107032023,1602,275,285,277,24003107032023
G24003107032061,527,441,279,311,24003107032061
G24003107032062,910,336,313,206,24003107032062
G24003107032071,151,962,378,2969,24003107032071
G24003107032072,1042,350,124,427,24003107032072
G24003107032081,909,35,74,17,24003107032081
G24003107032082,1003,150,0,120,24003107032082
G24003107032083,753,431,110,128,24003107032083
G24003107032084,762,101,62,419,24003107032084
G24003107032091,990,570,171,261,24003107032091
G24003107032092,997,425,454,609,24003107032092
G24003107032093,496,573,397,433,24003107032093
G24003107032101,703,514,265,1149,24003107032101
G24003107032102,619,124,137,22,24003107032102
G24003107032121,589,251,275,0,24003107032121
G24003107032122,628,807,847,603,24003107032122
G24003107032123,574,464,224,164,24003107032123
G24003107032124,596,1234,276,1508,24003107032124
G24003107032131,336,925,15,646,24003107032131
G24003107032132,163,988,160,1745,24003107032132
G24003107032133,144,321,225,434,24003107032133
G24003107032141,137,306,71,1260,24003107032141
G24003107032142,506,1335,322,1052,24003107032142
G24003107032143,118,1326,177,1051,24003107032143
G24003107032151,477,455,142,943,24003107032151
G24003107032152,468,526,213,30,24003107032152
G24003107032161,830,50,135,45,24003107032161
G24003107032162,474,1028,222,420,24003107032162
G24003107032163,422,54,17,61,24003107032163
G24003107032181,923,144,99,51,24003107032181
G24003107032182,619,36,19,0,24003107032182
G24003107032191,1115,79,192,0,24003107032191
G24003107032192,675,61,15,64,24003107032192
G24003107032193,784,151,44,0,24003107032193
G24003107032201,410,257,139,44,24003107032201
G24003107032202,706,1334,162,689,24003107032202
G24003107032203,265,422,86,379,24003107032203
G24003107032211,760,299,178,134,24003107032211
G24003107032212,421,397,548,344,24003107032212
G24003107032213,549,1070,311,266,24003107032213
G24003107033011,332,62,97,958,24003107033011
G24003107033012,395,79,105,296,24003107033012
G24003107033013,443,189,216,454,24003107033013
G24003107033014,358,112,386,368,24003107033014
G24003107033021,404,47,268,1298,24003107033021
G24003107033022,389,78,262,458,24003107033022
G24003107033023,290,82,39,964,24003107033023
G24003107034011,347,250,347,646,24003107034011
G24003107034012,185,33,315,1074,24003107034012
G24003107034013,342,33,199,485,24003107034013
G24003107034014,268,41,100,397,24003107034014
G24003107034021,171,146,174,648,24003107034021
G24003107034022,498,342,444,828,24003107034022
G24003107034031,271,49,160,897,24003107034031
G24003107034032,297,147,129,292,24003107034032
G24003107034033,268,330,51,481,24003107034033
G24003107034041,101,39,133,584,24003107034041
G24003107034042,220,382,208,1501,24003107034042
G24003107035011,159,1487,199,127,24003107035011
G24003107035012,342,205,331,1600,24003107035012
G24003107035013,363,141,149,227,24003107035013
G24003107035014,287,362,41,739,24003107035014
G24003107035021,922,160,298,194,24003107035021
G24003107035022,536,177,69,296,24003107035022
G24003107036011,1171,347,170,397,24003107036011
G24003107036012,662,73,283,611,24003107036012
G24003107036013,322,31,73,277,24003107036013
G24003107036021,882,105,151,217,24003107036021
G24003107036022,482,24,28,326,24003107036022
G24003107036023,647,41,28,112,24003107036023
G24003107037011,162,311,88,593,24003107037011
G24003107037012,388,224,46,1108,24003107037012
G24003107037013,213,169,128,787,24003107037013
G24003107037021,111,44,128,686,24003107037021
G24003107037022,348,247,133,346,24003107037022
G24003107037023,369,59,221,488,24003107037023
G24003107037024,436,75,222,382,24003107037024
G24003107038001,848,1011,466,902,24003107038001
G24003107039011,631,201,49,262,24003107039011
G24003107039012,661,127,25,89,24003107039012
G24003107039013,639,90,78,72,24003107039013
G24003107039021,691,310,20,191,24003107039021
G24003107039022,590,903,892,1833,24003107039022
G24003107039023,1065,148,121,467,24003107039023
G24003107040001,162,96,67,58,24003107040001
G24003107040002,826,140,514,395,24003107040002
G24003107040003,535,789,108,1158,24003107040003
G24003107040004,1269,362,78,198,24003107040004
G24003107041001,945,81,92,95,24003107041001
G24003107041002,922,116,21,51,24003107041002
G24003107041003,1110,0,9,185,24003107041003
G24003107041004,827,29,16,58,24003107041004
G24003107042001,534,43,119,123,24003107042001
G24003107042002,1087,49,58,61,24003107042002
G24003107043001,1003,28,72,75,24003107043001
G24003107043002,1138,9,56,98,24003107043002
G24003107043003,679,0,12,100,24003107043003
G24003107043004,576,0,22,47,24003107043004
G24003107044011,1174,131,149,205,24003107044011
G24003107044012,978,130,272,331,24003107044012
G24003107044031,1063,110,206,169,24003107044031
G24003107044041,1118,93,101,111,24003107044041
G24003107044042,968,0,182,20,24003107044042
G24003107044043,699,97,204,139,24003107044043
G24003107044044,901,175,201,118,24003107044044
G24003107045011,404,14,80,92,24003107045011
G24003107045012,786,134,46,162,24003107045012
G24003107045013,558,2,169,106,24003107045013
G24003107045014,677,0,115,91,24003107045014
G24003107045021,668,0,36,16,24003107045021
G24003107045022,1284,0,285,123,24003107045022
G24003107045031,1133,30,118,50,24003107045031
G24003107045032,2170,85,206,342,24003107045032
G24003107046001,687,0,36,40,24003107046001
G24003107046002,1668,19,27,91,24003107046002
G24003107046003,618,18,292,123,24003107046003
G24003107046004,725,0,151,0,24003107046004
G24003107047001,605,0,16,79,24003107047001
G24003107047002,756,21,41,28,24003107047002
G24003107047003,1140,0,96,92,24003107047003
G24003107047004,740,0,108,59,24003107047004
G24003107048031,585,0,75,109,24003107048031
G24003107048032,1328,69,198,282,24003107048032
G24003107048033,528,46,69,159,24003107048033
G24003107048041,1180,58,178,194,24003107048041
G24003107048051,820,67,220,153,24003107048051
G24003107048052,606,56,115,32,24003107048052
G24003107048061,1372,123,258,257,24003107048061
G24003107048062,895,95,102,86,24003107048062
G24003107050001,1308,20,52,89,24003107050001
G24003107050002,563,0,23,18,24003107050002
G24003107050003,660,54,64,90,24003107050003
G24003107050004,1035,78,81,195,24003107050004
G24003107051001,1165,195,53,105,24003107051001
G24003107051002,1510,186,202,183,24003107051002
G24003107051003,657,2,15,40,24003107051003
G24003107051004,737,15,17,25,24003107051004
G24003107052001,663,17,26,36,24003107052001
G24003107052002,854,23,41,49,24003107052002
G24003107052003,1257,39,19,99,24003107052003
G24003107053001,692,12,11,32,24003107053001
G24003107053002,1045,0,29,93,24003107053002
G24003107054001,1069,0,50,52,24003107054001
G24003107054002,1551,0,19,91,24003107054002
G24003107055011,824,21,24,89,24003107055011
G24003107055012,1187,0,162,118,24003107055012
G24003107055021,1575,14,73,147,24003107055021
G24003107055022,648,10,43,0,24003107055022
G24003107055023,1225,14,71,57,24003107055023
G24003107056011,832,17,114,82,24003107056011
G24003107056012,936,6,11,56,24003107056012
G24003107056013,593,0,63,62,24003107056013
G24003107056021,659,22,198,40,24003107056021
G24003107056022,2514,93,429,526,24003107056022
G24003107057011,740,0,20,0,24003107057011
G24003107057012,860,50,15,103,24003107057012
G24003107057013,1200,97,240,64,24003107057013
G24003107057014,841,53,10,19,24003107057014
G24003107057021,856,30,64,43,24003107057021
G24003107057022,1803,0,40,187,24003107057022
G24003107057023,1431,0,32,110,24003107057023
G24003107058001,2594,0,204,126,24003107058001
G24003107058002,1507,0,225,83,24003107058002
G24003107058003,955,31,52,32,24003107058003
G24003107059011,519,34,75,171,24003107059011
G24003107059012,1285,68,239,96,24003107059012
G24003107059013,1160,49,139,54,24003107059013
G24003107059021,1242,62,180,132,24003107059021
G24003107059022,767,0,111,30,24003107059022
G24003107059023,851,24,409,104,24003107059023
G24003107059031,1468,18,179,41,24003107059031
G24003107059032,1179,21,391,30,24003107059032
G24003107059033,591,0,163,140,24003107059033
G24003107060051,1080,0,360,71,24003107060051
G24003107060052,1059,3,33,176,24003107060052
G24003107060053,1092,39,482,124,24003107060053
G24003107060071,1068,22,563,212,24003107060071
G24003107060072,1641,113,632,158,24003107060072
G24003107060073,1930,424,652,76,24003107060073
G24003107060081,1382,2,386,12,24003107060081
G24003107060082,624,60,118,114,24003107060082
G24003107060083,1881,26,548,39,24003107060083
G24003107060091,1590,103,437,130,24003107060091
G24003107060092,1284,0,198,0,24003107060092
G24003107060093,1126,28,109,234,24003107060093
G24003107060101,922,494,426,43,24003107060101
G24003107060102,755,72,156,10,24003107060102
G24003107060111,1151,141,560,172,24003107060111
G24003107060112,730,76,252,161,24003107060112
G24003107060113,1405,10,332,61,24003107060113
G24003107060121,593,216,225,146,24003107060121
G24003107060122,507,212,182,185,24003107060122
G24003107060123,521,11,233,160,24003107060123
G24003107060131,1018,24,251,292,24003107060131
G24003107060132,1004,11,221,223,24003107060132
G24003308001021,613,181,0,95,24003308001021
G24003308001022,514,513,81,231,24003308001022
G24003308001023,195,263,11,122,24003308001023
G24003308001031,332,274,7,128,24003308001031
G24003308001032,379,446,140,227,24003308001032
G24003308001051,302,345,0,238,24003308001051
G24003308001052,280,832,66,61,24003308001052
G24003308001053,428,897,79,349,24003308001053
G24003308001061,327,585,13,44,24003308001061
G24003308001062,289,966,200,144,24003308001062
G24003308001081,414,1677,89,111,24003308001081
G24003308001082,111,292,99,355,24003308001082
G24003308001091,595,387,15,715,24003308001091
G24003308001092,138,640,48,73,24003308001092
G24003308001093,69,305,10,622,24003308001093
G24003308002031,1672,319,45,162,24003308002031
G24003308002032,1060,281,213,426,24003308002032
G24003308002061,531,514,132,166,24003308002061
G24003308002062,245,1987,63,151,24003308002062
G24003308002081,641,1737,44,228,24003308002081
G24003308002082,637,1600,393,250,24003308002082
G24003308002083,440,1461,161,418,24003308002083
G24003308002091,146,1578,191,846,24003308002091
G24003308002092,178,885,334,299,24003308002092
G24003308002101,143,375,32,166,24003308002101
G24003308002102,95,1532,169,42,24003308002102
G24003308002111,286,506,26,259,24003308002111
G24003308002112,179,1442,211,24,24003308002112
G24003308002121,570,1873,922,376,24003308002121
G24003308002122,229,566,57,20,24003308002122
G24003308002131,232,720,64,109,24003308002131
G24003308002132,272,204,329,718,24003308002132
G24003308002133,281,1175,118,156,24003308002133
G24003308002141,82,393,0,17,24003308002141
G24003308002142,294,1222,99,293,24003308002142
G24003308002151,117,692,181,102,24003308002151
G24003308002152,266,1018,19,129,24003308002152
G24003308004011,618,246,156,99,24003308004011
G24003308004012,776,326,21,43,24003308004012
G24003308004021,396,55,58,7,24003308004021
G24003308004022,1272,390,77,108,24003308004022
G24003308004023,628,278,87,204,24003308004023
G24003308004024,591,92,10,136,24003308004024
G24003308004031,1212,1257,139,179,24003308004031
G24003308004032,818,194,0,204,24003308004032
G24003308004081,181,1654,0,742,24003308004081
G24003308004082,192,1562,244,39,24003308004082
G24003308004083,337,1766,0,25,24003308004083
G24003308004091,564,1009,101,353,24003308004091
G24003308004092,370,664,181,19,24003308004092
G24003308004093,757,1173,38,26,24003308004093
G24003308004101,466,792,63,0,24003308004101
G24003308004102,853,1225,99,167,24003308004102
G24003308004103,531,1990,90,211,24003308004103
G24003308004111,445,1136,336,314,24003308004111
G24003308004112,435,793,153,22,24003308004112
G24003308004121,206,834,166,165,24003308004121
G24003308004122,179,1423,11,463,24003308004122
G24003308004131,0,2052,0,0,24003308004131
G24003308004132,147,1288,337,134,24003308004132
G24003308005041,1296,293,270,185,24003308005041
G24003308005042,809,526,85,47,24003308005042
G24003308005043,601,265,96,375,24003308005043
G24003308005051,662,185,14,161,24003308005051
G24003308005052,934,289,36,88,24003308005052
G24003308005071,291,1764,32,84,24003308005071
G24003308005072,289,456,0,66,24003308005072
G24003308005091,25,1432,92,62,24003308005091
G24003308005092,0,3271,7,94,24003308005092
G24003308005093,145,2928,0,7,24003308005093
G24003308005094,246,970,164,21,24003308005094
G24003308005111,519,980,100,57,24003308005111
G24003308005112,215,682,50,34,24003308005112
G24003308005113,149,846,56,83,24003308005113
G24003308005114,525,506,17,67,24003308005114
G24003308005131,580,285,0,364,24003308005131
G24003308005132,897,289,108,50,24003308005132
G24003308005133,541,1039,87,34,24003308005133
G24003308005134,315,544,70,0,24003308005134
G24003308005141,640,4283,624,72,24003308005141
G24003308005151,329,1227,58,216,24003308005151
G24003308005152,374,747,73,79,24003308005152
G24003308005153,531,336,68,31,24003308005153
G24003308005161,543,708,98,43,24003308005161
G24003308005162,533,1877,35,135,24003308005162
G24003308005171,179,2655,21,63,24003308005171
G24003308005172,416,2095,69,35,24003308005172
G24003308005181,162,972,0,32,24003308005181
G24003308005182,248,800,6,54,24003308005182
G24003308005183,75,882,0,84,24003308005183
G24003308005191,266,1167,192,63,24003308005191
G24003308005192,158,531,146,20,24003308005192
G24003308005193,411,614,0,253,24003308005193
G24003308005201,57,1693,71,68,24003308005201
G24003308006011,190,1593,0,138,24003308006011
G24003308006041,66,1669,3,48,24003308006041
G24003308006051,426,663,14,49,24003308006051
G24003308006052,139,3621,17,178,24003308006052
G24003308006061,36,1344,29,14,24003308006061
G24003308006062,182,2495,0,0,24003308006062
G24003308006063,19,973,0,20,24003308006063
G24003308006071,79,2323,43,349,24003308006071
G24003308006072,281,645,70,213,24003308006072
G24003308006073,72,1859,78,47,24003308006073
G24003308006081,46,2115,36,10,24003308006081
G24003308006082,156,2169,26,28,24003308006082
G24003308007011,484,3260,42,108,24003308007011
G24003308007012,92,1636,23,0,24003308007012
G24003308007041,253,1294,9,0,24003308007041
G24003308007042,128,1367,31,0,24003308007042
G24003308007043,47,1735,78,55,24003308007043
G24003308007051,265,1515,55,85,24003308007051
G24003308007052,226,1961,19,8,24003308007052
G24003308007061,433,3021,96,56,24003308007061
G24003308007071,247,2567,35,169,24003308007071
G24003308008001,832,507,20,267,24003308008001
G24003308008002,496,325,10,150,24003308008002
G24003308008003,303,269,18,64,24003308008003
G24003308009001,550,356,4,1,24003308009001
G24003308009002,192,347,0,0,24003308009002
G24003308010031,561,2368,58,654,24003308010031
G24003308010032,587,1117,6,0,24003308010032
G24003308010041,349,650,9,36,24003308010041
G24003308010042,630,2669,104,117,24003308010042
G24003308010051,180,1617,37,103,24003308010051
G24003308010052,424,1533,19,46,24003308010052
G24003308010061,216,1190,25,27,24003308010061
G24003308010062,138,2106,7,34,24003308010062
G24003308011041,0,0,0,0,24003308011041
G24003308011042,0,0,0,0,24003308011042
G24003308011043,1925,596,77,433,24003308011043
G24003308012071,236,1159,11,43,24003308012071
G24003308012072,189,2465,82,123,24003308012072
G24003308012081,90,1037,63,44,24003308012081
G24003308012082,73,2838,59,85,24003308012082
G24003308012091,139,2644,29,136,24003308012091
G24003308012092,155,1612,10,275,24003308012092
G24003308012101,114,1819,49,111,24003308012101
G24003308012102,48,2025,64,171,24003308012102
G24003308012111,198,1257,20,3,24003308012111
G24003308012112,259,1243,9,187,24003308012112
G24003308012121,137,1399,0,8,24003308012121
G24003308012122,282,1732,43,159,24003308012122
G24003308012131,18,1055,0,0,24003308012131
G24003308012132,103,1910,56,335,24003308012132
G24003308012141,492,594,6,177,24003308012141
G24003308012142,317,2291,0,190,24003308012142
G24003308012151,180,2239,62,292,24003308012151
G24003308012161,224,1395,19,9,24003308012161
G24003308012162,40,757,0,0,24003308012162
G24003308012163,77,1071,52,137,24003308012163
G24003308012171,175,899,54,17,24003308012171
G24003308012172,135,2081,202,185,24003308012172
G24003308013021,691,843,12,5,24003308013021
G24003308013022,432,290,79,63,24003308013022
G24003308013051,265,2512,146,312,24003308013051
G24003308013052,63,1577,24,761,24003308013052
G24003308013053,69,467,92,0,24003308013053
G24003308013071,467,1669,245,80,24003308013071
G24003308013072,37,1065,140,105,24003308013072
G24003308013081,50,1169,151,253,24003308013081
G24003308013082,119,1710,396,26,24003308013082
G24003308013091,315,1057,97,88,24003308013091
G24003308013092,306,1379,54,39,24003308013092
G24003308013101,777,3286,154,0,24003308013101
G24003308013102,173,1658,269,0,24003308013102
G24003308013111,219,1949,0,96,24003308013111
G24003308013112,49,1976,9,21,24003308013112
G24003308013113,397,1298,154,43,24003308013113
G24003308013121,171,648,30,504,24003308013121
G24003308013122,131,1798,189,37,24003308013122
G24003308013131,60,1302,45,13,24003308013131
G24003308013132,259,1062,62,391,24003308013132
G24003308014041,91,1046,92,41,24003308014041
G24003308014042,158,772,289,412,24003308014042
G24003308014043,513,1259,196,232,24003308014043
G24003308014051,156,1212,285,754,24003308014051
G24003308014052,237,1044,195,594,24003308014052
G24003308014061,35,434,0,0,24003308014061
G24003308014062,20,2028,45,183,24003308014062
G24003308014071,536,618,0,183,24003308014071
G24003308014072,12,1878,37,155,24003308014072
G24003308014073,32,1009,0,0,24003308014073
G24003308014074,70,1639,0,170,24003308014074
