gisjoin,white,black,AAPI,Hisp,id
G24000504114093,1353,455,79,191,24000504114093
G24000504114101,794,113,177,60,24000504114101
G24000504114102,1439,84,78,0,24000504114102
G24000504114103,1082,392,445,58,24000504114103
G24000504201001,1492,0,0,0,24000504201001
G24000504201002,1109,0,257,11,24000504201002
G24000504201003,841,64,19,10,24000504201003
G24000504202001,1076,20,0,157,24000504202001
G24000504202002,882,90,24,29,24000504202002
G24000504203011,1665,284,21,193,24000504203011
G24000504203021,569,19,0,188,24000504203021
G24000504203022,1241,172,34,163,24000504203022
G24000504203031,1280,5,12,4,24000504203031
G24000504204011,1649,168,0,0,24000504204011
G24000504204012,1285,784,394,0,24000504204012
G24000504204013,623,0,0,53,24000504204013
G24000504204014,795,208,0,61,24000504204014
G24000504204021,1066,0,13,115,24000504204021
G24000504204022,713,52,53,15,24000504204022
G24000504205001,1593,82,0,198,24000504205001
G24000504205002,875,72,220,341,24000504205002
G24000504206001,1908,112,0,239,24000504206001
G24000504206002,719,196,0,17,24000504206002
G24000504206003,935,8,119,0,24000504206003
G24000504207011,2284,176,100,309,24000504207011
G24000504207021,1539,144,123,55,24000504207021
G24000504208001,642,96,0,178,24000504208001
G24000504208002,1011,0,40,20,24000504208002
G24000504208003,955,9,58,26,24000504208003
G24000504209001,1302,159,0,171,24000504209001
G24000504209002,809,37,0,14,24000504209002
G24000504209003,831,248,0,0,24000504209003
G24000504210001,1468,212,0,17,24000504210001
G24000504211011,1345,110,0,204,24000504211011
G24000504211012,959,348,0,73,24000504211012
G24000504211021,1282,26,24,80,24000504211021
G24000504211022,737,170,8,17,24000504211022
G24000504212001,909,20,14,10,24000504212001
G24000504212002,594,0,0,8,24000504212002
G24000504213001,214,311,126,0,24000504213001
G24000504213002,128,772,41,0,24000504213002
G24000504213003,286,798,8,8,24000504213003
G24000504301011,214,931,204,1332,24000504301011
G24000504301012,1070,105,13,583,24000504301012
G24000504301041,866,140,0,166,24000504301041
G24000504301042,1364,48,146,174,24000504301042
G24000504302001,522,95,36,0,24000504302001
G24000504302002,930,118,146,45,24000504302002
G24000504302003,552,235,34,98,24000504302003
G24000504303001,1096,335,96,79,24000504303001
G24000504303002,504,373,0,315,24000504303002
G24000504303003,654,64,8,375,24000504303003
G24000504303004,385,947,7,110,24000504303004
G24000504304001,1021,12,0,382,24000504304001
G24000504304002,1129,87,2,4,24000504304002
G24000504304003,1358,217,108,55,24000504304003
G24000504306001,1414,57,41,50,24000504306001
G24000504306002,677,73,6,15,24000504306002
G24000504307001,766,0,135,15,24000504307001
G24000504307002,1683,404,325,54,24000504307002
G24000504307003,1917,0,52,35,24000504307003
G24000504308001,1119,33,105,4,24000504308001
G24000504308002,637,55,97,16,24000504308002
G24000504308003,1087,21,25,6,24000504308003
G24000504309001,1215,451,498,28,24000504309001
G24000504309002,185,212,704,96,24000504309002
G24000504309003,853,373,345,87,24000504309003
G24000504401001,1158,0,210,117,24000504401001
G24000504401002,1033,118,0,0,24000504401002
G24000504401003,661,122,53,48,24000504401003
G24000504401004,846,157,78,31,24000504401004
G24000504402001,539,200,46,21,24000504402001
G24000504402002,1112,268,27,16,24000504402002
G24000504403001,1003,545,285,120,24000504403001
G24000504404001,944,240,0,93,24000504404001
G24000504404002,626,138,7,177,24000504404002
G24000504404003,588,644,0,41,24000504404003
G24000504404004,787,135,0,0,24000504404004
G24000504405001,1833,244,146,108,24000504405001
G24000504405002,512,157,0,13,24000504405002
G24000504406001,1551,438,243,38,24000504406001
G24000504407011,373,701,218,1038,24000504407011
G24000504407012,1376,1339,54,378,24000504407012
G24000504407013,346,1157,203,19,24000504407013
G24000504407021,1378,618,378,228,24000504407021
G24000504407022,1470,641,110,15,24000504407022
G24000504408001,1670,911,648,52,24000504408001
G24000504409001,510,793,159,7,24000504409001
G24000504409002,774,970,202,202,24000504409002
G24000504410001,622,1119,0,1,24000504410001
G24000504410002,170,1351,0,27,24000504410002
G24000504411011,793,114,22,0,24000504411011
G24000504411012,636,402,0,171,24000504411012
G24000504411021,417,385,18,26,24000504411021
G24000504411022,661,164,0,7,24000504411022
G24000504411023,610,199,0,237,24000504411023
G24000504411024,1316,618,22,122,24000504411024
G24000504501001,1195,27,54,49,24000504501001
G24000504501002,1160,0,0,81,24000504501002
G24000504501003,1029,85,0,2,24000504501003
G24000504502001,1164,10,0,127,24000504502001
G24000504502002,823,0,0,0,24000504502002
G24000504502003,994,109,0,34,24000504502003
G24000504503001,1783,92,49,57,24000504503001
G24000504503002,888,102,0,11,24000504503002
G24000504504001,685,17,22,18,24000504504001
G24000504504002,1515,20,33,37,24000504504002
G24000504505011,805,414,0,8,24000504505011
G24000504505012,1348,129,77,48,24000504505012
G24000504505013,1013,79,66,18,24000504505013
G24000504505031,350,614,0,0,24000504505031
G24000504505032,1365,1176,110,389,24000504505032
G24000504505033,556,1373,0,332,24000504505033
G24000504505041,388,94,0,44,24000504505041
G24000504505042,879,1841,52,45,24000504505042
G24000504505043,497,1242,0,133,24000504505043
G24000504508001,585,77,39,51,24000504508001
G24000504508002,1401,1048,0,275,24000504508002
G24000504508003,165,52,0,40,24000504508003
G24000504509001,1362,191,1,11,24000504509001
G24000504509002,2100,267,0,10,24000504509002
G24000504510001,936,4,0,23,24000504510001
G24000504510002,690,55,0,3,24000504510002
G24000504511001,953,1046,60,72,24000504511001
G24000504512001,1284,202,49,41,24000504512001
G24000504512002,1916,9,0,8,24000504512002
G24000504513001,1950,559,85,284,24000504513001
G24000504513002,820,111,0,0,24000504513002
G24000504514011,815,920,68,294,24000504514011
G24000504514012,253,1012,479,97,24000504514012
G24000504514021,742,364,0,16,24000504514021
G24000504514022,439,413,34,0,24000504514022
G24000504514023,1461,1388,13,738,24000504514023
G24000504515001,994,614,0,0,24000504515001
G24000504515002,571,518,0,0,24000504515002
G24000504515003,878,369,0,0,24000504515003
G24000504516001,892,17,56,11,24000504516001
G24000504516002,1078,83,22,16,24000504516002
G24000504517011,1372,323,69,121,24000504517011
G24000504517012,1230,237,27,20,24000504517012
G24000504517021,888,0,0,0,24000504517021
G24000504517022,935,0,3,6,24000504517022
G24000504518011,610,0,0,0,24000504518011
G24000504518012,1863,0,36,15,24000504518012
G24000504518013,1663,90,22,0,24000504518013
G24000504518014,837,443,0,15,24000504518014
G24000504518021,1101,0,37,0,24000504518021
G24000504518022,948,9,8,10,24000504518022
G24000504518023,1416,74,103,26,24000504518023
G24000504518031,1325,463,48,62,24000504518031
G24000504518032,1883,178,13,36,24000504518032
G24000504519001,491,141,0,0,24000504519001
G24000504519002,698,0,0,0,24000504519002
G24000504519003,1113,10,0,0,24000504519003
G24000504520001,824,9,39,0,24000504520001
G24000504520002,1462,160,0,21,24000504520002
G24000504521001,1392,187,0,119,24000504521001
G24000504521002,699,66,0,72,24000504521002
G24000504521003,571,0,0,0,24000504521003
G24000504523001,738,197,30,437,24000504523001
G24000504523002,1169,155,24,63,24000504523002
G24000504524001,1037,39,0,0,24000504524001
G24000504524002,1891,198,68,0,24000504524002
G24000504525001,687,10,0,42,24000504525001
G24000504525002,1766,95,37,214,24000504525002
G24000504525003,505,0,0,0,24000504525003
G24000504901001,1280,13,109,78,24000504901001
G24000504901002,710,53,33,37,24000504901002
G24000504901003,1550,2,7,25,24000504901003
G24000504902001,870,4,27,57,24000504902001
G24000504902002,819,0,117,0,24000504902002
G24000504902003,674,114,59,19,24000504902003
G24000504903011,1803,159,168,61,24000504903011
G24000504903012,1715,153,294,334,24000504903012
G24000504903013,1181,679,8,171,24000504903013
G24000504903021,797,147,158,22,24000504903021
G24000504903022,2601,503,136,149,24000504903022
G24000504904001,1192,21,31,29,24000504904001
G24000504904002,458,47,0,10,24000504904002
G24000504905001,850,0,0,0,24000504905001
G24000504905002,1436,25,107,0,24000504905002
G24000504905003,1160,9,30,33,24000504905003
G24000504906011,1123,0,57,52,24000504906011
G24000504906012,802,55,129,25,24000504906012
G24000504906021,1026,7,11,134,24000504906021
G24000504906022,1258,20,223,51,24000504906022
G24000504906031,1165,39,137,60,24000504906031
G24000504906032,561,22,19,67,24000504906032
G24000504906051,1534,441,100,119,24000504906051
G24000504906052,1559,720,185,130,24000504906052
G24000504907011,1634,75,0,5,24000504907011
G24000504907031,1351,138,45,18,24000504907031
G24000504907032,1078,195,111,69,24000504907032
G24000504908001,1298,12,48,9,24000504908001
G24000504908002,1947,39,110,50,24000504908002
G24000504909001,1368,212,32,103,24000504909001
G24000504909002,1584,346,81,155,24000504909002
G24000504909003,309,74,0,84,24000504909003
G24000504910001,790,66,64,80,24000504910001
G24000504910002,1237,0,0,36,24000504910002
G24000504911001,884,395,72,24,24000504911001
G24000504911002,912,597,84,69,24000504911002
G24000504911003,867,0,68,17,24000504911003
G24000504912011,758,83,42,8,24000504912011
G24000504912012,626,50,35,30,24000504912012
G24000504912021,837,277,38,26,24000504912021
G24000504912022,583,30,24,32,24000504912022
G24000504913001,680,550,126,0,24000504913001
G24000504913002,595,1062,277,200,24000504913002
G24000504914011,219,672,22,0,24000504914011
G24000504914012,319,1595,0,0,24000504914012
G24000504914013,120,2789,0,13,24000504914013
G24000504914021,869,690,1,0,24000504914021
G24000504914022,287,1116,98,0,24000504914022
G24000504915001,673,236,145,21,24000504915001
G24000504915002,640,45,125,44,24000504915002
G24000504915003,717,332,270,348,24000504915003
G24000504916001,340,355,8,21,24000504916001
G24000504916002,835,117,16,57,24000504916002
G24000504916003,672,606,9,49,24000504916003
G24000504917011,606,367,0,0,24000504917011
G24000504917012,779,466,190,307,24000504917012
G24000504917013,1052,38,63,38,24000504917013
G24000504919001,871,41,17,44,24000504919001
G24000504919002,688,20,44,89,24000504919002
G24000504920011,628,122,45,53,24000504920011
G24000504920012,460,50,26,11,24000504920012
G24000504920021,678,135,10,0,24000504920021
G24000504920022,909,91,0,13,24000504920022
G24000504920023,331,542,0,108,24000504920023
G24000504920024,945,61,0,30,24000504920024
G24000504921011,597,1,0,15,24000504921011
G24000504921012,507,382,44,167,24000504921012
G24000504921013,636,0,24,48,24000504921013
G24000504921014,882,158,14,32,24000504921014
G24000504921021,804,27,24,138,24000504921021
G24000504921022,879,182,18,6,24000504921022
G24000504922001,1189,130,0,45,24000504922001
G24000504922002,1420,574,179,126,24000504922002
G24000504922003,900,221,17,10,24000504922003
G24000504923001,1334,7,0,54,24000504923001
G24000504923002,1701,559,19,258,24000504923002
G24000504924011,122,1646,11,59,24000504924011
G24000504924012,240,1141,242,25,24000504924012
G24000504924021,509,2204,379,56,24000504924021
G24000504924022,1600,1467,42,172,24000504924022
G24000504925001,1769,593,250,162,24000504925001
G24000504925002,161,161,0,0,24000504925002
G24000504926001,41,48,4,9,24000504926001
G24000504926002,802,166,199,0,24000504926002
G24000504926003,1343,858,250,16,24000504926003
G24000509800001,0,0,0,0,24000509800001
G24000509801001,0,0,0,0,24000509801001
G24000509802001,0,0,0,0,24000509802001
G24000908601011,1483,103,78,9,24000908601011
G24000908601012,1103,128,53,63,24000908601012
G24000908601021,1476,77,0,56,24000908601021
G24000908601022,683,40,0,47,24000908601022
G24000908602001,2355,175,68,44,24000908602001
G24000908602002,2734,664,22,141,24000908602002
G24000908603001,1719,151,0,71,24000908603001
G24000908603002,1169,313,6,0,24000908603002
G24000908603003,879,207,12,0,24000908603003
G24000908604011,2199,185,6,78,24000908604011
G24000908604012,785,37,5,7,24000908604012
G24000908604013,2613,155,34,199,24000908604013
G24000908604014,2537,372,158,37,24000908604014
G24000908604021,2390,394,12,29,24000908604021
G24000908604022,463,140,9,58,24000908604022
G24000908605011,2653,255,59,17,24000908605011
G24000908605012,2587,366,78,94,24000908605012
G24000908605021,1054,23,0,61,24000908605021
G24000908605022,1503,219,0,119,24000908605022
G24000908606001,2532,142,98,24,24000908606001
G24000908606002,1984,218,9,0,24000908606002
G24000908606003,1959,71,95,134,24000908606003
G24000908607011,2374,378,185,130,24000908607011
G24000908607021,960,202,0,41,24000908607021
G24000908607022,959,832,0,216,24000908607022
G24000908607031,988,584,12,18,24000908607031
G24000908607032,1308,351,0,320,24000908607032
G24000908608011,2129,532,0,58,24000908608011
G24000908608012,805,78,0,8,24000908608012
G24000908608013,2645,306,0,59,24000908608013
G24000908608021,507,110,0,0,24000908608021
G24000908608022,1151,56,0,83,24000908608022
G24000908608023,2390,283,38,62,24000908608023
G24000908609001,1773,952,12,172,24000908609001
G24000908609002,1234,67,11,14,24000908609002
G24000908609003,1165,68,0,32,24000908609003
G24000908609004,907,113,0,162,24000908609004
G24000908610011,997,49,15,23,24000908610011
G24000908610031,1541,623,30,175,24000908610031
G24000908610032,1460,60,0,0,24000908610032
G24000908610033,1575,441,0,44,24000908610033
G24000908610041,2062,9,19,71,24000908610041
G24000908610042,2280,247,88,91,24000908610042
G24000908610043,1569,196,56,25,24000908610043
G24000909901000,0,0,0,0,24000909901000
G24001109550001,1076,74,10,889,24001109550001
G24001109550002,981,172,0,216,24001109550002
G24001109551001,1508,20,0,0,24001109551001
G24001109551002,1353,242,0,175,24001109551002
G24001109551003,1760,15,15,19,24001109551003
G24001109552011,1595,215,0,111,24001109552011
G24001109552012,1136,483,17,49,24001109552012
G24001109552021,765,144,31,1,24001109552021
G24001109552022,844,144,10,36,24001109552022
G24001109553011,1767,121,0,0,24001109553011
G24001109553012,1807,208,14,86,24001109553012
G24001109553021,998,59,0,88,24001109553021
G24001109553022,589,57,0,138,24001109553022
G24001109553023,705,477,0,107,24001109553023
G24001109554001,581,0,0,0,24001109554001
G24001109554002,1264,135,8,14,24001109554002
G24001109555001,1000,117,0,34,24001109555001
G24001109555002,1114,371,25,0,24001109555002
G24001109555003,1476,6,51,0,24001109555003
G24001109556001,472,53,0,0,24001109556001
G24001109556002,1225,589,0,11,24001109556002
G24001109556003,451,217,0,111,24001109556003
G24001109556004,604,455,13,16,24001109556004
G24001305010011,1105,237,23,166,24001305010011
G24001305010012,2418,9,28,38,24001305010012
G24001305010013,399,0,0,0,24001305010013
G24001305010021,2679,91,0,23,24001305010021
G24001305010022,734,0,0,0,24001305010022
G24001305010023,1151,0,0,0,24001305010023
G24001305020001,1643,0,44,13,24001305020001
G24001305020002,2132,7,0,21,24001305020002
G24001305030001,630,52,0,27,24001305030001
G24001305030002,1602,22,0,250,24001305030002
G24001305030003,1092,41,0,0,24001305030003
G24001305030004,1646,11,0,0,24001305030004
G24001305041001,1296,17,49,82,24001305041001
G24001305041002,2264,337,9,25,24001305041002
G24001305041003,958,0,0,24,24001305041003
G24001305042011,1341,0,40,0,24001305042011
G24001305042012,1302,0,0,0,24001305042012
G24001305042013,1762,28,0,32,24001305042013
G24001305042014,1134,38,216,0,24001305042014
G24001305042021,1004,0,0,0,24001305042021
G24001305042022,2247,65,0,48,24001305042022
G24001305042023,1900,0,0,36,24001305042023
G24001305042024,739,59,0,22,24001305042024
G24001305051011,2054,87,11,65,24001305051011
G24001305051012,1890,43,38,21,24001305051012
G24001305051021,1509,40,88,0,24001305051021
G24001305051022,2164,0,11,20,24001305051022
G24001305051023,1810,7,0,48,24001305051023
G24001305052031,1811,8,107,0,24001305052031
G24001305052032,326,389,0,0,24001305052032
G24001305052033,748,32,47,0,24001305052033
G24001305052051,1500,33,85,107,24001305052051
G24001305052052,1381,0,59,156,24001305052052
G24001305052061,1446,11,68,33,24001305052061
G24001305052062,1754,0,42,32,24001305052062
G24001305052071,1283,0,80,76,24001305052071
G24001305052072,1962,119,73,114,24001305052072
G24001305052081,1476,41,39,0,24001305052081
G24001305052082,1939,78,25,157,24001305052082
G24001305052083,1461,29,14,0,24001305052083
G24001305061011,813,275,0,0,24001305061011
G24001305061012,1058,137,30,16,24001305061012
G24001305061013,2122,6,0,22,24001305061013
G24001305061021,1527,3,2,6,24001305061021
G24001305061022,2215,46,69,94,24001305061022
G24001305062001,1786,0,16,0,24001305062001
G24001305062002,710,0,46,0,24001305062002
G24001305062003,1059,28,0,20,24001305062003
G24001305062004,1257,0,0,0,24001305062004
G24001305075001,1228,15,24,4,24001305075001
G24001305075002,1239,125,105,35,24001305075002
G24001305075003,1098,189,70,97,24001305075003
G24001305076011,996,29,0,0,24001305076011
G24001305076012,2219,116,33,122,24001305076012
G24001305076013,1003,98,0,509,24001305076013
G24001305076021,1266,243,86,0,24001305076021
G24001305076022,1612,102,0,33,24001305076022
G24001305076023,765,121,0,10,24001305076023
G24001305077021,2045,202,128,169,24001305077021
G24001305077022,1121,30,0,23,24001305077022
G24001305077031,2126,163,27,0,24001305077031
G24001305077032,861,10,0,17,24001305077032
G24001305077041,1558,175,0,36,24001305077041
G24001305077042,1515,67,23,205,24001305077042
G24001305077043,1938,292,232,0,24001305077043
G24001305078011,2333,0,27,194,24001305078011
G24001305078012,1022,162,29,163,24001305078012
G24001305078013,1630,31,0,16,24001305078013
G24001305078021,1171,63,70,6,24001305078021
G24001305078022,894,0,0,26,24001305078022
G24001305078023,1347,0,0,0,24001305078023
G24001305078024,1064,0,0,0,24001305078024
G24001305081011,1629,45,17,8,24001305081011
G24001305081012,1284,85,0,0,24001305081012
G24001305081013,1538,11,70,0,24001305081013
G24001305081021,1826,0,0,22,24001305081021
G24001305081022,1152,13,0,38,24001305081022
G24001305082001,410,19,0,88,24001305082001
G24001305082002,2112,0,59,76,24001305082002
G24001305082003,892,0,13,116,24001305082003
G24001305082004,1655,0,21,15,24001305082004
G24001305082005,1568,0,0,0,24001305082005
G24001305090011,1518,21,30,22,24001305090011
G24001305090012,2485,23,0,84,24001305090012
G24001305090021,1254,0,0,62,24001305090021
G24001305090022,1337,0,0,43,24001305090022
G24001305100001,1398,39,0,54,24001305100001
G24001305110001,1380,14,20,51,24001305110001
G24001305110002,1146,6,0,0,24001305110002
G24001305110003,814,0,0,22,24001305110003
G24001305120001,733,84,0,36,24001305120001
G24001305120002,594,0,0,0,24001305120002
G24001305130011,2361,52,52,44,24001305130011
G24001305130012,425,0,0,30,24001305130012
G24001305130013,1299,21,44,96,24001305130013
G24001305130021,1493,7,18,127,24001305130021
G24001305130022,1331,18,0,157,24001305130022
G24001305130023,2123,82,3,48,24001305130023
G24001305141001,1343,35,57,0,24001305141001
G24001305141002,605,1,1,33,24001305141002
G24001305141003,1384,19,29,13,24001305141003
G24001305142011,1244,21,7,17,24001305142011
G24001305142012,2135,83,14,155,24001305142012
G24001305142013,1294,0,0,23,24001305142013
G24001305142021,1679,7,33,84,24001305142021
G24001305142022,1378,34,54,73,24001305142022
G24001500301001,1097,0,0,0,24001500301001
G24001500301002,1481,155,0,51,24001500301002
G24001500301003,1859,31,0,0,24001500301003
G24001500302001,998,17,0,25,24001500302001
G24001500302002,1088,5,0,32,24001500302002
G24001500302003,1466,4,11,293,24001500302003
G24001500302004,586,0,0,33,24001500302004
G24001500302005,451,96,0,0,24001500302005
G24001500304001,675,11,103,212,24001500304001
G24001500304002,894,347,0,12,24001500304002
G24001500304003,1302,184,0,194,24001500304003
G24001500304004,905,155,0,130,24001500304004
G24001500305011,1739,47,0,0,24001500305011
G24001500305012,2213,33,21,2,24001500305012
G24001500305031,881,0,33,33,24001500305031
G24001500305032,1286,193,11,234,24001500305032
G24001500305033,1438,54,99,144,24001500305033
G24001500305034,676,3,2,109,24001500305034
G24001500305051,2290,125,64,106,24001500305051
G24001500305052,972,335,0,0,24001500305052
G24001500305061,1546,596,0,62,24001500305061
G24001500305062,2081,507,166,175,24001500305062
G24001500305063,1917,39,82,193,24001500305063
G24001500306011,1117,104,4,60,24001500306011
G24001500306012,1569,9,13,0,24001500306012
G24001500306013,800,0,0,0,24001500306013
G24001500306021,1772,0,0,71,24001500306021
G24001500306022,1893,1026,56,296,24001500306022
G24001500307001,1500,96,0,0,24001500307001
G24001500307002,1970,15,11,30,24001500307002
G24001500307003,1475,0,0,0,24001500307003
G24001500309031,1553,397,45,0,24001500309031
G24001500309032,2838,210,44,366,24001500309032
G24001500309041,656,41,16,0,24001500309041
G24001500309042,1149,0,0,0,24001500309042
G24001500309043,1899,2,0,0,24001500309043
G24001500309044,1249,51,0,19,24001500309044
G24001500309045,1907,56,0,0,24001500309045
G24001500309051,1004,8,0,35,24001500309051
G24001500309052,1744,49,0,112,24001500309052
G24001500309061,3541,87,33,32,24001500309061
G24001500309062,1117,0,0,0,24001500309062
G24001500309063,3591,171,206,56,24001500309063
G24001500309064,1064,128,0,0,24001500309064
G24001500312011,1641,87,16,0,24001500312011
G24001500312012,2122,46,0,151,24001500312012
G24001500312013,1564,169,2,28,24001500312013
G24001500312021,1238,144,124,215,24001500312021
G24001500312022,1001,332,37,97,24001500312022
G24001500312023,1467,344,55,113,24001500312023
G24001500313011,1709,0,0,55,24001500313011
G24001500313012,1536,29,0,86,24001500313012
G24001500313021,2499,26,0,12,24001500313021
G24001500313022,1764,2,24,99,24001500313022
G24001500313023,2188,0,0,0,24001500313023
G24001500314001,1940,16,39,68,24001500314001
G24001500314002,1982,25,0,46,24001500314002
G24001708501011,799,1741,110,235,24001708501011
G24001708501012,691,1397,107,290,24001708501012
G24001708501021,623,477,18,78,24001708501021
G24001708501022,426,530,27,0,24001708501022
G24001708502011,672,191,34,154,24001708502011
G24001708502021,520,781,69,154,24001708502021
G24001708502022,1153,104,0,8,24001708502022
G24001708502023,472,1183,3,21,24001708502023
G24001708503001,697,423,7,61,24001708503001
G24001708503002,550,230,17,0,24001708503002
G24001708504001,240,207,6,0,24001708504001
G24001708504002,925,480,0,0,24001708504002
G24001708504003,1058,598,0,0,24001708504003
G24001708505001,1074,351,0,12,24001708505001
G24001708505002,1127,29,0,0,24001708505002
G24001708506001,491,1085,151,21,24001708506001
G24001708506002,671,427,46,10,24001708506002
G24001708506003,1384,210,70,95,24001708506003
G24001708507061,1240,2396,287,126,24001708507061
G24001708507062,293,662,54,58,24001708507062
G24001708507081,940,1256,136,60,24001708507081
G24001708507082,944,1655,156,87,24001708507082
G24001708507091,411,2716,69,129,24001708507091
G24001708507092,351,268,0,416,24001708507092
G24001708507093,291,1709,91,95,24001708507093
G24001708507101,896,1661,213,87,24001708507101
G24001708507102,1132,1510,51,142,24001708507102
G24001708507111,681,1560,61,182,24001708507111
G24001708507112,206,538,12,0,24001708507112
G24001708507113,206,1150,176,139,24001708507113
G24001708507121,1326,1109,46,80,24001708507121
G24001708507122,992,1760,82,121,24001708507122
G24001708507131,1187,2353,242,451,24001708507131
G24001708507132,1531,1329,154,136,24001708507132
G24001708508011,416,318,32,26,24001708508011
G24001708508012,461,373,4,77,24001708508012
G24001708508013,624,273,34,124,24001708508013
G24001708508014,1110,803,26,17,24001708508014
G24001708508021,617,916,41,95,24001708508021
G24001708508022,84,751,8,403,24001708508022
G24001708508023,824,267,0,16,24001708508023
G24001708509011,807,899,40,149,24001708509011
G24001708509012,302,1385,8,54,24001708509012
G24001708509013,289,943,0,0,24001708509013
G24001708509021,497,992,68,492,24001708509021
G24001708509022,1349,698,244,139,24001708509022
G24001708509023,484,607,227,63,24001708509023
G24001708509041,961,4633,327,426,24001708509041
G24001708509042,985,209,9,37,24001708509042
G24001708509051,827,874,28,190,24001708509051
G24001708509052,796,1210,37,198,24001708509052
G24001708509061,406,673,0,50,24001708509061
G24001708509062,257,845,0,13,24001708509062
G24001708509063,750,1047,55,18,24001708509063
G24001708510011,660,310,0,9,24001708510011
G24001708510012,1783,578,27,37,24001708510012
G24001708510021,580,68,0,0,24001708510021
G24001708510022,843,1161,0,85,24001708510022
G24001708510023,568,285,150,175,24001708510023
G24001708510024,966,639,40,26,24001708510024
G24001708510025,1138,66,0,84,24001708510025
G24001708510026,2091,154,89,102,24001708510026
G24001708511001,636,11,4,48,24001708511001
G24001708511002,1618,290,9,20,24001708511002
G24001708512001,1233,185,21,0,24001708512001
G24001708512002,744,69,15,0,24001708512002
G24001708512003,800,163,35,16,24001708512003
G24001708512004,1185,251,0,24,24001708512004
G24001708513011,1138,209,26,42,24001708513011
G24001708513012,2584,210,91,156,24001708513012
G24001708513021,45,433,0,18,24001708513021
G24001708513022,1058,165,37,96,24001708513022
G24001708513023,2029,300,85,40,24001708513023
G24001708514001,1381,265,0,94,24001708514001
G24001708514002,2000,968,150,126,24001708514002
G24001708514003,886,168,43,0,24001708514003
G24001708514004,1474,415,79,220,24001708514004
G24001708515001,338,1096,0,121,24001708515001
G24001708515002,340,1854,123,95,24001708515002
G24001708515003,1213,2083,193,270,24001708515003
G24001709900000,0,0,0,0,24001709900000
G24001909701001,579,183,0,70,24001909701001
G24001909701002,703,35,11,0,24001909701002
G24001909701003,512,477,0,102,24001909701003
G24001909702001,475,390,0,0,24001909702001
G24001909702002,1546,307,19,71,24001909702002
G24001909702003,719,465,0,137,24001909702003
G24001909702004,405,374,0,26,24001909702004
G24001909703001,1216,6,12,113,24001909703001
G24001909703002,824,258,0,30,24001909703002
G24001909703003,1087,0,19,0,24001909703003
G24001909703004,770,180,0,36,24001909703004
G24001909704001,556,172,0,4,24001909704001
G24001909704002,605,175,45,196,24001909704002
G24001909704003,494,191,0,152,24001909704003
G24001909704004,864,56,3,37,24001909704004
G24001909705001,44,526,4,0,24001909705001
G24001909705002,875,1146,0,40,24001909705002
G24001909705003,0,960,0,182,24001909705003
G24001909706001,1154,674,139,159,24001909706001
G24001909706002,350,1012,0,0,24001909706002
G24001909706003,266,878,24,4,24001909706003
G24001909707021,836,64,8,6,24001909707021
G24001909707022,327,6,0,41,24001909707022
G24001909707023,803,0,7,28,24001909707023
G24001909707024,1637,64,18,71,24001909707024
G24001909708041,761,10,3,10,24001909708041
G24001909708042,1146,104,12,1,24001909708042
G24001909709001,607,195,0,0,24001909709001
G24001909709002,708,29,10,0,24001909709002
G24001909900000,0,0,0,0,24001909900000
G24002107402001,346,0,0,0,24002107402001
G24002107402002,1269,115,30,51,24002107402002
G24002107402003,1453,85,21,7,24002107402003
G24002107402004,1094,150,10,128,24002107402004
G24002107501001,506,52,0,62,24002107501001
G24002107501002,598,62,22,50,24002107501002
G24002107502001,494,0,0,14,24002107502001
G24002107502002,1118,42,43,31,24002107502002
G24002107503001,516,267,0,140,24002107503001
G24002107503002,326,204,0,105,24002107503002
G24002107505031,461,517,396,258,24002107505031
G24002107505032,201,208,0,1160,24002107505032
G24002107505033,14,73,0,634,24002107505033
G24002107505034,162,148,10,17,24002107505034
G24002107505035,1000,843,0,567,24002107505035
G24002107505041,531,683,124,126,24002107505041
G24002107505042,792,196,181,119,24002107505042
G24002107505043,864,807,274,67,24002107505043
G24002107505044,19,358,19,58,24002107505044
G24002107505051,644,417,357,793,24002107505051
G24002107505052,860,160,89,189,24002107505052
G24002107505053,820,637,206,2006,24002107505053
G24002107505061,867,289,289,33,24002107505061
G24002107505062,535,269,236,165,24002107505062
G24002107505063,827,85,127,474,24002107505063
G24002107506001,899,76,33,197,24002107506001
G24002107506002,433,0,0,13,24002107506002
G24002107506003,762,24,0,8,24002107506003
G24002107507011,1593,447,143,442,24002107507011
G24002107507012,969,333,71,280,24002107507012
G24002107507013,645,215,0,81,24002107507013
G24002107507021,1074,361,105,242,24002107507021
G24002107507022,128,590,60,88,24002107507022
G24002107507023,843,13,0,86,24002107507023
G24002107508011,510,92,0,0,24002107508011
G24002107508012,1265,316,96,131,24002107508012
G24002107508013,585,89,0,115,24002107508013
G24002107508021,1274,192,12,326,24002107508021
G24002107508022,605,65,24,46,24002107508022
G24002107508023,1470,176,8,127,24002107508023
G24002107508031,1424,339,176,474,24002107508031
G24002107508032,1056,241,91,0,24002107508032
G24002107508033,1909,339,41,214,24002107508033
G24002107510011,621,121,125,76,24002107510011
G24002107510021,1625,0,142,62,24002107510021
G24002107510022,484,52,0,18,24002107510022
G24002107510023,1130,339,203,39,24002107510023
G24002107510024,365,341,151,28,24002107510024
G24002107510031,994,321,100,755,24002107510031
G24002107510032,1136,821,377,16,24002107510032
G24002107510033,855,0,0,158,24002107510033
