tractID,geographyName,csa,state,county,CoreLogic total sale amount 2012-16,CoreLogic signle family sale amount 2012-16,CoreLogic commercial sale amount 2012-16,CoreLogic industrial sale amount 2012-16,CoreLogic institutional sale amount 2012-16,CoreLogic land sale amount 2012-16,CoreLogic multifamily sale amount 2012-16,CoreLogic parking sale amount 2012-16,CoreLogic unknown sale amount 2012-16,CoreLogic vacant sale amount 2012-16,CoreLogic total loan amount 2012-16,CoreLogic total loan amount  no outliers 2012-16,CoreLogic residential loan amount 2012-16,CoreLogic commercial loan amount 2012-16,CoreLogic mission loan amount 2012-16,CoreLogic mainstream loan amount 2012-16,CoreLogic price per square foot 2012-16,Permit value 2-12-16,(sum) nfmttlvl,Total population ACS 2012-16,Population under 18 ACS 2012-16,Owner occ housing ACS 2012-16,Renter occ housing ACS 2012-16,Population with poverty status determined ACS 2012-16,Population under poverty determined ACS 2012-16,Population under 200% of poverty determined ACS 2012-16,NH white population ACS 2012-16,NH black population ACS 2012-16,Hispanic population ACS 2012-16,Vacant units for rent ACS 2012-16,Vacant units rented not occupied ACS 2012-16,Total rental units ACS 2012-16,Total jobs private sector LED,Total jobs private sector businesses under 20 emply LED,Total CDBG investment,Total HOME investment,Total State school facilities grant investment,Total CIP investment,Multi-family assisted units,LIHTC units,Public housing units,Assisted units total,Dollar amount of small business loans CRA,AvgAnnualAmt,Small business lending per employment in small business,AnnualCRAperEmp,Poverty rate ACS 2012-16,Share white ACS 2012-16,Share black ACS 2012-16,Share Hispanic ACS 2012-16,non-white count ACS 2012-16,Share non-white ACS 2012-16,Flag for poverty rate under 20%,Flag for poverty rate under 25%,Flag for poverty rate under 30%,Flag for poverty rate under 40%,Flag for share  black pop under 50%,Flag for share  black pop under 75%,Flag for share  non-white pop under 60%,Flag for share  non-white pop under 80%,"per $1,000 assessed value 2015",$ loans per owner-occupied housing unit,"$ loans per $1,000 assessed value of commercial real estate",$ per capita under 200% poverty,"$ permits / $1,000 assessed value",Price per square foot,"$ sales / $1,000 assessed value","CIP $/ $1,000 assessed value",HOME and CDBG $ Per person under 200% poverty,# assisted units as % of total rental stock,# assisted per person under 200% poverty,$ per population under 18 years old,aggregate investment $ across sources,aggregate investment $ Per capita,aggregate investment $ per person under 200% poverty
24510080302,"Census Tract 803.02, Baltimore city, Maryland",Clifton-Berea,Maryland,Baltimore City,3884698.049,3884698.049,,,,,,,,,104578452.4,104578452.4,9546137.574,95032314.88,927097.174,103651355.3,22.67180634,2450221.838,103327400,2770,663,667,442,2770,892,1705,8,2553,64,25,0,467,308,33,,,8530,1440000,101,,,101,1132,162333.3281,,,0.322021663,0.002888087,0.921660662,0.023104694,2762,0.997111917,1,1,1,,1,1,1,1,103327.3984,14312.05078,919.7203979,543.7520142,23.71318626,22.67180634,37.59601212,13.93628407,,0.216274083,0.059237536,12.86576176,119458944,43125.97266,70063.89844
24510080400,"Census Tract 804, Baltimore city, Maryland",Clifton-Berea,Maryland,Baltimore City,1427282.344,1023396.035,,110000,,,,10323.30957,,283563,1746665.092,1746665.092,1746665.092,0,282466.0861,1464199.006,6.630500317,2162528.49,30154500,1176,313,104,265,1176,602,822,63,1014,94,9,0,274,111,8,1235510.59,350000,550302,,,80,,80,50,4166.666504,,,0.511904776,0.053571429,0.862244904,0.079931974,1113,0.946428597,1,1,1,1,1,1,1,1,30154.5,16794.85742,0,343.6327209,71.71495056,6.630500317,47.33231735,,1928.845093,0.291970789,0.097323604,1758.15332,7056475,6000.403809,8584.519531
24510080500,"Census Tract 805, Baltimore city, Maryland",Clifton-Berea,Maryland,Baltimore City,2762450.654,885610.2203,1405065.285,,435643.5625,,36131.58594,,,,3500418.431,3500418.431,2379635.525,1120782.906,888043.3738,2612375.058,35.75667953,34263025.7,72257300,1690,447,273,263,1690,552,1078,8,1640,0,73,0,336,358,12,95464.75,,469055,,,51,,51,1454,205500,,,0.326627225,0.004733728,0.970414221,0,1682,0.995266259,1,1,1,,1,1,1,1,72257.29688,8716.613281,15.51099968,823.7879028,474.1808472,35.75667953,38.23075104,,88.55728149,0.151785716,0.047309835,1049.340088,9208478,5448.803711,8542.1875
24510080600,"Census Tract 806, Baltimore city, Maryland",Greenmount East,Maryland,Baltimore City,4652204.855,3909456.565,80094.96094,,456898.0348,47856.73828,14452.63379,,,143445.9225,21687435.5,21687435.5,9713724.553,11973710.95,11746283.06,9941152.444,54.11877823,12923599.21,27776700,2346,524,420,398,2341,670,1378,104,2223,0,51,0,449,46,45,,,,1260000,,26,,26,1101,183500,,,0.28620249,0.044330776,0.947570324,0,2242,0.955669224,1,1,,,1,1,1,1,27776.69922,23127.91602,431.070343,8524.15332,465.2676392,54.11877823,167.4858704,45.361763,,0.05790646,0.018867925,,37314464,15905.56836,27078.71094
24510080700,"Census Tract 807, Baltimore city, Maryland",Greenmount East,Maryland,Baltimore City,6235366.996,5805079.636,,,,30154.65833,213429.186,127178.5156,,59525,26606047.68,26606047.68,24341498.86,2264548.827,5176549.907,21429497.78,111.3605804,12118541.94,21633900,616,96,180,71,616,177,416,3,612,1,20,0,91,36,19,,817000,,,,47,,47,236,39333.33203,,,0.287337661,0.00487013,0.993506491,0.001623377,613,0.995129883,1,1,,,1,1,1,1,21633.90039,135230.5469,104.6759415,12443.62988,560.1644287,111.3605804,288.2220459,,1963.942261,0.516483545,0.112980768,,58000148,94156.08594,139423.4375
24510080800,"Census Tract 808, Baltimore city, Maryland",Oldtown/Middle East,Maryland,Baltimore City,10036014.42,9484576.781,111917.0938,420792.0938,,,,,,18728.45386,59264281.21,59264281.21,52966069.58,6298211.633,14800140.02,44464141.19,14.09479237,27259005.16,42419700,1321,632,79,359,1321,651,909,71,1182,68,13,11,383,38,34,1186883.64,,,,132,217,227,576,1317,195833.3281,,,0.492808491,0.053747162,0.894776702,0.051476154,1250,0.946252823,1,1,1,1,1,1,1,1,42419.69922,670456.5625,148.4737396,16281.78223,642.6025391,14.09479237,236.5885315,,1305.702515,1.503916502,0.633663356,,123454568,93455.39063,135813.6094
24510090100,"Census Tract 901, Baltimore city, Maryland",Greater Govans,Maryland,Baltimore City,21368946.42,19764853.91,223998.4111,,,7752.12207,1192544.516,,,179797.4688,42568511.75,42568511.75,42418469.92,150041.8281,4713756.408,37854755.34,57.22567368,3922497.813,172082200,3950,678,977,726,3920,807,1408,555,3210,131,121,0,847,279,42,19366,,,,,30,125,155,300,50000,,,0.20586735,0.140506327,0.81265825,0.033164557,3395,0.859493673,1,0,,,1,1,1,1,172082.2031,43417.0625,0.871919513,3347.838379,22.79432678,57.22567368,124.1787109,,13.75426102,0.182998821,0.110085227,,106375592,26930.5293,75550.84375
24510090200,"Census Tract 902, Baltimore city, Maryland",Northwood,Maryland,Baltimore City,30525762.89,29137249.83,315000.0039,,,,1073513.063,,,,60847293.87,60847293.87,60345293.88,501999.9902,6445504.732,54401789.14,80.04782104,21941265.18,300204900,2980,458,1035,156,2865,319,738,536,2299,67,36,41,233,311,77,,,181326,125802000,,29,,29,1088,181333.3281,14129.87012,2354.978271,0.111343801,0.179865777,0.771476507,0.022483222,2444,0.820134223,,0,,,1,1,1,1,300204.9063,58304.63281,1.672191143,8733.746094,73.08763123,80.04782104,101.6830902,419.053772,,0.124463521,0.039295394,395.9082947,277702752,93188.84375,376291
24510090300,"Census Tract 903, Baltimore city, Maryland",The Waverlies,Maryland,Baltimore City,32722423.19,29872294.94,844720.3789,8201.460938,,,1990539.75,,,6666.666504,63959373.7,63959373.7,59053930.85,4905442.848,4481149.132,59478224.57,62.72668076,46286295.98,235117900,4109,579,935,976,4109,980,1736,705,2798,138,63,23,1062,228,68,206586.37,,261530,10208000,143,26,,169,2518,375333.3438,33117.64844,5519.60791,0.238500848,0.171574593,0.680944264,0.033584815,3404,0.828425407,1,0,,,1,0,1,1,235117.9063,63159.28516,20.86375618,2581.307129,196.8641968,62.72668076,139.17453,43.41651535,119.0013657,0.159133717,0.097350232,451.6925659,166414368,40499.96875,95860.8125
24510090400,"Census Tract 904, Baltimore city, Maryland",The Waverlies,Maryland,Baltimore City,12368942.56,1824674.284,8224516.695,2069756.242,135148.5156,,,,,114846.8203,11770121.16,11770121.16,4840973.601,6929147.555,1136485.001,10633636.15,25.51229477,2429940.626,42713500,1693,495,175,457,1693,516,1033,64,1471,113,82,0,539,666,99,,,,,,,,,14967,2025000,122727.2734,20454.54492,0.304784417,0.037802719,0.868871808,0.066745423,1629,0.962197304,1,1,1,,1,1,1,1,42713.5,27662.70703,162.2238312,1100.179077,56.88928986,25.51229477,289.5792236,,,,,,28995004,17126.4043,28068.73633
24510090500,"Census Tract 905, Baltimore city, Maryland",The Waverlies,Maryland,Baltimore City,5566440.538,4568092.461,975636.7949,,,,,,,22711.2821,12865047.54,12865047.54,10496041.49,2369006.047,663843.6748,12201203.86,37.44894028,8505253.641,149455100,2172,490,350,364,2172,348,646,305,1806,0,14,0,378,1487,118,80236.78,,2897737,80000,,19,13,32,2275,345833.3438,17584.74609,2930.791016,0.160220996,0.140423566,0.831491709,0,1867,0.859576404,,0,,,1,1,1,1,149455.0938,29988.68945,15.85095596,1027.621826,56.90842438,37.44894028,37.24490356,0.535277843,124.2055435,0.084656082,0.049535602,5913.749023,31987776,14727.33691,49516.67969
24510090600,"Census Tract 906, Baltimore city, Maryland",Midway/Coldstream,Maryland,Baltimore City,7579569.967,7558923.348,20646.61914,,,,,,,,19651415.49,19651415.49,18402673,1248742.482,2604269.51,17047145.98,24.26713181,6558032.045,69157600,3057,529,703,278,3037,523,1492,212,2844,0,116,0,394,16,16,,,,,,,,,119,19833.33398,,,0.172209412,0.069349036,0.930323839,0,2845,0.930650949,,0,,,1,1,1,1,69157.60156,26177.34375,18.05647469,1745.488892,94.8273468,24.26713181,109.5985107,,,,,,45633780,14927.63477,30585.64258
24510090700,"Census Tract 907, Baltimore city, Maryland",Midway/Coldstream,Maryland,Baltimore City,6204475.474,3005114.585,90042.38867,,3098068.5,,,,,11250,31467277.22,31467277.22,8607529.435,22859747.79,15335836.27,16131440.95,32.35420227,10975699.27,56036900,2899,775,566,518,2899,907,1752,22,2702,78,0,0,518,25,25,,,,,,,,,830,45833.33203,,,0.312866509,0.007588824,0.932045519,0.026905829,2877,0.992411196,1,1,1,,1,1,1,1,56036.89844,15207.64941,407.940979,8753.331055,195.8655701,32.35420227,110.7212524,,,,,,46280112,15964.16406,26415.58984
24510090800,"Census Tract 908, Baltimore city, Maryland",Midway/Coldstream,Maryland,Baltimore City,9751712.113,3042912.666,4012704.738,946694.6719,,1017.428101,844561.207,821135.3418,36118.69922,46567.36108,15059947.31,15059947.31,4588948.498,10470998.81,180680.7543,14879266.55,21.24300385,3947419.335,72063900,2750,479,498,533,2750,1009,1712,30,2526,59,20,0,553,1170,310,,,12436,,,72,53,125,13276,1474833.375,28545.16211,4757.526855,0.366909087,0.010909091,0.918545425,0.021454545,2720,0.989090919,1,1,1,,1,1,1,1,72063.89844,9214.755859,145.30159,105.5378265,54.7766571,21.24300385,135.3203583,,,0.226039782,0.073014021,25.96242142,29426320,10700.48047,17188.27148
24510090900,"Census Tract 909, Baltimore city, Maryland",Greenmount East,Maryland,Baltimore City,8411404.618,8069519.571,10891.08887,,,,167122.0277,30969.92969,,132902,12644867,12644867,9981865.775,2663001.227,383885.7994,12260981.2,2.582998753,19114800.03,53964100,2673,836,259,713,2646,685,1714,98,2389,161,21,0,734,93,34,156256.93,1380000,1392846,250000,22,149,,171,248,41333.33203,,,0.25888133,0.036662925,0.893752337,0.06023195,2575,0.963337064,1,1,,,1,1,1,1,53964.10156,38540.02344,49.34764481,223.9707184,354.2132568,2.582998753,155.8703766,4.632709503,896.2993164,0.232970029,0.099766627,1666.08374,34217488,12801.15527,19963.5293
24510100100,"Census Tract 1001, Baltimore city, Maryland",Greenmount East,Maryland,Baltimore City,4863074.825,4191930.868,240263.6709,76307.10938,,3979.428101,325417.749,,,25176,7527871.727,7527871.727,7253546.377,274325.3506,977206.4747,6550665.252,35.88485718,4368093.896,73968800,2275,576,315,553,2265,966,1735,44,2224,0,21,0,574,314,42,1835844,,1051823,133333,217,262,,479,341,56833.33203,,,0.426490068,0.019340659,0.977582395,0,2231,0.980659366,1,1,1,1,1,1,1,1,73968.79688,23027.13086,3.708663225,563.2313843,59.05319595,35.88485718,65.74494934,1.802557349,1058.123291,0.83449477,0.276080698,1826.081543,22665832,9963.00293,13063.87988
24510100200,"Census Tract 1002, Baltimore city, Maryland",Oldtown/Middle East,Maryland,Baltimore City,1816638.764,682733.0203,233610.2969,116805.1484,,,763141.7363,,,20348.5625,13426220.09,13426220.09,1762003.643,11664216.45,50602.16602,13375617.92,35.51898193,15368186.56,70621500,2733,660,90,1025,2397,1034,1488,57,2665,11,78,68,1171,120,14,329635.96,,,,235,203,761,1199,1104,184000,,,0.431372553,0.020856202,0.975118935,0.004024881,2676,0.979143798,1,1,1,1,1,1,1,1,70621.5,19577.81836,165.1652374,34.00683212,217.6134186,35.51898193,25.72359276,,221.5295563,1.023911238,0.805779576,,17335602,6343.066895,11650.27051
24510100300,"Census Tract 1003, Baltimore city, Maryland",,Maryland,Baltimore City,,,,,,,,,,,,,,,,,,50870.07947,410699300,4696,11,0,0,0,0,0,641,3713,204,0,0,0,582,3,,,,,,,,,0,,,,,0.136499152,0.790672898,0.043441225,4055,0.863500834,1,1,1,1,1,1,1,1,410699.3125,,,,0.123862103,,,,,,,,0,0,
24510110100,"Census Tract 1101, Baltimore city, Maryland",Midtown,Maryland,Baltimore City,42569704.63,7101232.891,8122297.023,700000,,,25478055.55,742614.6875,,425504.4688,101642738.4,101642738.4,76156517.63,25486220.77,740615.9531,100902122.4,91.02433777,60754840.54,242117000,3315,53,278,1651,3243,699,1174,2075,597,159,172,0,1823,1978,385,39330,,,150000,,38,,38,15494,2025833.375,31571.42773,5261.904785,0.215541169,0.625942707,0.180090502,0.047963802,1240,0.374057323,1,0,,,,0,,,242117,273944.3125,105.2640686,630.8483276,250.9317474,91.02433777,175.8228607,0.619535208,33.50085068,0.020844761,0.032367975,,220573776,66538.09375,187882.2656
24510110200,"Census Tract 1102, Baltimore city, Maryland",Midtown,Maryland,Baltimore City,129921701,8938571.174,51009669.42,,,,66080316.08,3855980.438,,37163.91406,256605856.8,256605856.8,113975446.7,142630410.1,9087024.914,247518831.9,86.80630493,159408619.9,796305600,5547,140,451,3276,5335,1025,1854,3315,1280,404,30,54,3360,6116,1214,1987066.33,1529991,8530,2120000,200,74,189,463,46994,6051666.5,29909.39063,4984.898438,0.192127466,0.597620308,0.230755359,0.07283216,2232,0.402379662,,0,,,,0,,,796305.625,252717.1719,179.1151581,4901.308105,200.1852264,86.80630493,163.1555786,2.662294388,1897.010498,0.137797624,0.249730319,60.92856979,506195616,91255.74219,273028.9063
24510120100,"Census Tract 1201, Baltimore city, Maryland",North Baltimore/Guilford/Homeland,Maryland,Baltimore City,110912831.3,66921194.31,,,,,42940500.67,353573.3594,,697562.9844,281370190.5,281370190.5,248253274.9,33116915.6,1229290.119,280140900.4,159.3909302,44502326.82,365883500,4531,336,1199,1237,4531,804,1420,2907,455,165,155,0,1392,602,257,,,,,,,,,4240,507000,11836.57617,1972.762695,0.177444279,0.641580224,0.100419335,0.0364158,1624,0.358419776,,0,,,,0,,,365883.5,207050.2656,90.51218414,865.6972656,121.629776,159.3909302,303.1370239,,,,,,640540544,141368.4688,451084.875
24510120201,"Census Tract 1202.01, Baltimore city, Maryland",Greater Charles Village/Barclay,Maryland,Baltimore City,48668049.49,32698550,9587028.414,1986783.375,99009.89844,,3843729.984,448987.4219,,3960.395996,62974848.42,62974848.42,57131445.79,5843402.625,1618225.036,61356623.38,119.520874,10068448.96,159174700,1983,208,516,348,1983,426,756,1295,335,39,44,0,392,324,168,,,659790,,,,,,4521,346833.3438,12386.9043,2064.484131,0.214826018,0.653050959,0.168935955,0.019667171,688,0.346949071,1,0,,,,0,,,159174.7031,110719.8594,36.71062469,2140.509277,63.25407791,119.520874,305.7524109,,,,,3172.067383,169438672,85445.625,224125.2344
24510120202,"Census Tract 1202.02, Baltimore city, Maryland",Greater Charles Village/Barclay,Maryland,Baltimore City,28879334.9,20253637.03,1955445.5,,,,6670252.375,,,,102132418.2,102132418.2,53130781.5,49001636.67,0,102132418.2,118.3220901,236542599.4,375557000,6155,179,335,1437,3245,1169,1465,3280,570,387,79,125,1641,8147,334,95598.76,,,8966667,,,,,4083,580166.6875,10422.15527,1737.026001,0.360246539,0.532900095,0.09260764,0.06287571,2875,0.467099905,1,1,1,,,0,,,375557,158599.3438,130.4772339,0,629.8447266,118.3220901,76.89733887,23.8756485,65.25512695,,,,193208880,31390.55664,131883.1875
24510120300,"Census Tract 1203, Baltimore city, Maryland",Greater Charles Village/Barclay,Maryland,Baltimore City,53527338.91,41569227.02,10788672.45,,519930,,624044.0898,25465.34644,,,82233140.56,82233140.56,72666042.95,9567097.602,7888418.568,74344721.99,88.54166412,21335017.21,210470300,3843,749,564,1050,3825,1128,1737,1250,1913,136,77,0,1127,580,135,1544210.87,,1377443,,5,28,,33,5310,681333.3125,30281.48242,5046.913574,0.294901967,0.325266719,0.497788191,0.035389017,2593,0.674733281,1,1,,,,0,1,,210470.2969,128840.5,45.45581055,4541.403809,101.3683014,88.54166412,254.322525,,889.0103149,0.029281277,0.018998273,1839.042725,211353472,54997,121677.3047
24510120400,"Census Tract 1204, Baltimore city, Maryland",Greater Charles Village/Barclay,Maryland,Baltimore City,17045930.32,15089136.87,1292032.289,,,19758.45361,645002.709,,,,44804076.45,44804076.45,37944853.21,6859223.236,16278711.32,28525365.13,44.74319458,30271061.46,111854000,1786,510,149,496,1786,762,1041,314,1421,32,57,19,572,102,85,,1500000,2409096,100000,,69,201,270,1922,253833.3281,17917.64648,2986.274414,0.426651746,0.175811872,0.79563272,0.017917134,1472,0.824188113,1,1,1,1,1,1,1,1,111854,254663.4375,61.32300186,15637.57129,270.630127,44.74319458,152.3944702,0.894022584,1440.922241,0.472027957,0.259366006,4723.717773,103805880,58121.99219,99717.46094
24510120500,"Census Tract 1205, Baltimore city, Maryland",Midtown,Maryland,Baltimore City,35252091.8,24130823.02,2123638.627,2859716.156,,207712.1865,3849912.66,1633818.559,,446470.5977,113263560.7,113263560.7,60205110.7,53058449.97,15737324.25,97526236.42,70.75382233,73090757.73,162229200,2325,378,187,805,2289,676,1012,692,1385,77,46,0,851,971,356,2065514.52,3031633,,100000,159,215,58,432,8585,1127500,19002.80859,3167.134766,0.295325458,0.297634423,0.595698953,0.033118278,1633,0.702365577,1,1,,,1,0,1,,162229.2031,321952.4688,327.0585632,15550.71582,450.5400696,70.75382233,217.2980652,0.616411805,5036.707031,0.507638097,0.426877469,,213926512,92011.40625,211389.8281
24510120600,"Census Tract 1206, Baltimore city, Maryland",Greater Charles Village/Barclay,Maryland,Baltimore City,42498515.52,17011499.31,21411162.93,776970.4609,48003.39063,,3089319.625,161559.7969,,,112213584.7,112213584.7,56376200.37,55837384.3,10994779.35,101218805.3,65.68848419,39400592.04,263491200,2748,168,117,1540,2506,1101,1581,969,1327,214,150,19,1709,2675,697,438849.58,210000,,750000,270,48,357,675,22705,3246166.75,27944.04688,4657.341309,0.439345568,0.352620095,0.482896656,0.077874817,1779,0.647379935,1,1,1,1,,0,1,,263491.1875,481847.875,211.9136658,6954.319824,149.5328674,65.68848419,161.2900848,2.846395016,410.4045715,0.394967824,0.426944971,,212509856,77332.55469,134414.8438
24510120700,"Census Tract 1207, Baltimore city, Maryland",Medfield/Hampden/Woodberry/Remington,Maryland,Baltimore City,55327139.16,33044612.01,8652183.113,6615137.246,259444.1719,400474.7813,3950500,2363600.875,,41186.96094,113928056.2,113928056.2,48630356.33,65297699.92,20796505.48,93131550.77,94.77903748,68216356.36,187586700,2341,342,480,516,2341,406,946,1370,554,85,0,0,516,1992,301,87127.72,,,8593000,,,,,14981,2188833.25,43631.23047,7271.871094,0.17343016,0.585219979,0.236651003,0.036309268,971,0.414780021,,0,,,,0,,,187586.7031,101313.2422,348.0934448,21983.62109,363.6524048,94.77903748,294.9416809,45.80815125,92.10118103,,,,226580656,96787.97656,239514.4375
24510130100,"Census Tract 1301, Baltimore city, Maryland",Penn North/Reservoir Hill,Maryland,Baltimore City,17306348.07,15458153.4,,,,4207.920898,1528199.219,294849.5625,,20937.96777,51795663.08,51795663.08,31705426.87,20090236.21,1534924.859,50260738.22,36.72467422,24832143.13,123892600,2650,459,302,1135,2650,892,1487,365,2141,51,87,0,1222,40,19,39508.45,,,140893000,329,270,40,639,930,155000,,,0.336603761,0.137735844,0.807924509,0.019245284,2285,0.862264156,1,1,1,,1,1,1,1,123892.6016,104984.8594,162.1584778,1032.229248,200.4328156,36.72467422,139.6883087,1137.218872,26.56923294,0.522913277,0.429724276,,241740880,91222.97656,162569.5156
24510130200,"Census Tract 1302, Baltimore city, Maryland",Penn North/Reservoir Hill,Maryland,Baltimore City,26625333.87,24794586.75,362348.1875,,,,1468398.938,,,,49471617.78,49471617.78,48906945.15,564672.625,1686132.594,47785485.19,49.33934784,12525071.53,127928400,3066,779,304,884,3060,1068,1592,486,2388,124,52,13,949,96,77,52057.95,,30681,,202,67,2,271,193,13833.33301,1077.922119,179.6536713,0.349019617,0.158512726,0.77886498,0.040443573,2580,0.841487288,1,1,1,,1,1,1,1,127928.3984,160878.1094,4.413973808,1059.12854,97.90689087,49.33934784,208.1268463,,32.69971848,0.285563737,0.170226127,39.38510895,125086824,40798.05078,78572.125
24510130300,"Census Tract 1303, Baltimore city, Maryland",Penn North/Reservoir Hill,Maryland,Baltimore City,12693434.81,10788680.12,397597.7891,,,,1507156.902,,,,25780522.4,25780522.4,22640626.4,3139896,1202573.927,24577948.47,21.65901947,4001742.302,127043500,2159,642,383,453,2151,712,1235,67,2024,23,51,0,504,213,39,,,25267,,66,,,66,3947,548666.6875,,,0.331008822,0.031032886,0.937471032,0.01065308,2092,0.96896714,1,1,1,,1,1,1,1,127043.5,59113.90625,24.71512604,973.7440796,31.49899292,21.65901947,99.91408539,,,0.130952388,0.053441297,39.35669708,61143800,28320.42578,49509.14844
24510130400,"Census Tract 1304, Baltimore city, Maryland",Penn North/Reservoir Hill,Maryland,Baltimore City,6460857.194,4482599.124,,,,,1305898.82,,,672359.25,11917851.11,11917851.11,11917851.11,0,379677.2949,11538173.82,18.41704941,20547267.48,60136300,2352,502,312,531,2344,715,1300,91,2133,93,63,7,601,378,59,,,,1850000,154,187,,341,791,111500,11338.9834,1889.830566,0.305034131,0.038690478,0.90688777,0.039540816,2261,0.961309552,1,1,1,,1,1,1,1,60136.30078,38198.24219,0,292.0594482,341.6782837,18.41704941,107.4368896,30.76344872,,0.5673877,0.262307703,,32147352,13668.0918,24728.73242
24510130600,"Census Tract 1306, Baltimore city, Maryland",Medfield/Hampden/Woodberry/Remington,Maryland,Baltimore City,108995300.7,96654207.7,4570623.023,5321956.063,,490357.2188,,139398.8906,,1818757.82,169495355.1,169495355.1,144633424,24861931.12,6884504.198,162610850.9,161.3067017,23312200.36,345570300,3893,493,990,765,3874,404,684,3152,251,150,57,0,822,1947,577,181037.43,,,9439000,8,2,,10,28627,3742666.75,38918.54297,6486.424316,0.104284979,0.809658349,0.064474702,0.038530696,741,0.190341637,,0,,,,0,,,345570.3125,146094.375,71.94464111,10065.06445,67.46007538,161.3067017,315.4070129,27.31426811,264.6746216,0.01216545,0.014619883,,432772736,111166.8984,632708.6875
24510130700,"Census Tract 1307, Baltimore city, Maryland",Medfield/Hampden/Woodberry/Remington,Maryland,Baltimore City,94771095.62,91717314.51,1472440.234,,,,990099,123762.375,,467479.4956,172874512,172874512,153428168.7,19446343.29,1374573.108,171499938.9,162.5144958,114597328.3,474440400,4922,644,1097,1335,4672,277,1140,3890,316,218,47,0,1382,2754,362,180632.85,,1674780,200000,68,,,68,18665,2455666.75,40701.65625,6783.609863,0.059289385,0.790329158,0.064201541,0.044290937,1032,0.209670871,,0,,,,0,,,474440.4063,139861.5938,40.987957,1205.765869,241.542099,162.5144958,199.753418,0.421549261,158.4498596,0.049204051,0.059649121,2600.590088,423147872,85970.71875,371182.3438
24510130803,"Census Tract 1308.03, Baltimore city, Maryland",Medfield/Hampden/Woodberry/Remington,Maryland,Baltimore City,32920576.21,31183531.54,155183.9844,,559585.4375,,141000,,,881275.2471,53721253.95,53721253.95,51989227.47,1732026.485,1015803.431,52705450.52,140.859375,1674642.385,131556500,2594,452,707,526,2587,236,658,1851,240,96,0,0,526,432,46,,,129421,,,,,,1853,290000,,,0.091225356,0.71356976,0.092521206,0.037008483,743,0.28643021,,0,,,,0,,,131556.5,73534.97656,13.16564751,1543.77417,12.72945404,140.859375,250.2390747,,,,,286.3296509,138762336,53493.57422,210885.0156
24510130804,"Census Tract 1308.04, Baltimore city, Maryland",Medfield/Hampden/Woodberry/Remington,Maryland,Baltimore City,48350474.64,36417976.78,8767740.125,2987050.586,,20348.5625,,,,157358.5791,67532676.4,67532676.4,55663300.99,11869375.41,2845135.643,64687540.76,137.5411987,26942090.48,167799000,1854,254,438,432,1854,289,517,1653,126,52,0,0,432,1580,403,,,128476,425000,,1,22,23,9634,1131000,16838.70898,2806.45166,0.155879185,0.891585767,0.067961164,0.028047465,201,0.10841424,,0,,,,0,,,167799,127085.1641,70.735672,5503.163574,160.5616913,137.5411987,288.1452026,2.532792091,,0.053240743,0.044487428,505.8110352,172109568,92831.48438,332900.5313
24510130805,"Census Tract 1308.05, Baltimore city, Maryland",Mount Washington/Coldspring,Maryland,Baltimore City,1606811.219,1606811.219,,,,,,,,,8394119.15,8394119.15,8394119.15,0,1385140.533,7008978.617,137.5436554,14788504.44,89370200,879,89,279,304,879,121,263,100,774,5,15,0,319,228,38,,,337060,400000,150,250,,400,3092,515333.3438,,,0.13765642,0.113765642,0.880546093,0.005688282,779,0.886234343,,0,,,1,1,1,1,89370.20313,30086.44922,0,5266.693848,165.4746704,137.5436554,17.97927284,4.475764751,,1.253918529,1.520912528,3787.190918,19135202,21769.28516,72757.42188
24510130806,"Census Tract 1308.06, Baltimore city, Maryland",Medfield/Hampden/Woodberry/Remington,Maryland,Baltimore City,36454813.21,25303728.69,,3366336.75,7008309,,35474.25781,,,740964.5112,75011954.59,75011954.59,38202846.35,36809108.24,882476.9668,74129477.62,133.820694,12073351.67,202089500,1372,216,302,222,1234,143,385,918,322,84,59,15,296,1969,276,,,,,,,,,11289,1543333.375,33550.72656,5591.787598,0.115883306,0.669096231,0.234693885,0.06122449,454,0.330903798,,0,,,,0,,,202089.5,126499.4922,182.1426086,2292.147949,59.74259567,133.820694,180.3894501,,,,,,149680912,109096.875,388781.5938
24510140100,"Census Tract 1401, Baltimore city, Maryland",Midtown,Maryland,Baltimore City,93773070.22,70064466.08,8138668.313,,24999.99902,,15374601.22,170334.6094,,,178805858.1,178805858.1,167597205.4,11208652.67,5853227.536,172952630.6,137.3666229,72647107.73,436573300,4905,391,720,1754,4423,782,1553,2291,1789,355,162,0,1916,1344,214,194641.01,350000,329311,,629,227,,856,3113,361500,10135.51367,1689.252319,0.176803082,0.467074424,0.364729881,0.072375126,2614,0.532925606,,0,,,,0,,,436573.3125,232773.8906,25.67416,3768.980957,166.4029999,137.3666229,214.7934113,,350.7025146,0.446764082,0.55119127,842.2276001,441053184,89919.10156,284000.75
