tractID,geographyName,csa,state,county,CoreLogic total sale amount 2012-16,CoreLogic signle family sale amount 2012-16,CoreLogic commercial sale amount 2012-16,CoreLogic industrial sale amount 2012-16,CoreLogic institutional sale amount 2012-16,CoreLogic land sale amount 2012-16,CoreLogic multifamily sale amount 2012-16,CoreLogic parking sale amount 2012-16,CoreLogic unknown sale amount 2012-16,CoreLogic vacant sale amount 2012-16,CoreLogic total loan amount 2012-16,CoreLogic total loan amount  no outliers 2012-16,CoreLogic residential loan amount 2012-16,CoreLogic commercial loan amount 2012-16,CoreLogic mission loan amount 2012-16,CoreLogic mainstream loan amount 2012-16,CoreLogic price per square foot 2012-16,Permit value 2-12-16,(sum) nfmttlvl,Total population ACS 2012-16,Population under 18 ACS 2012-16,Owner occ housing ACS 2012-16,Renter occ housing ACS 2012-16,Population with poverty status determined ACS 2012-16,Population under poverty determined ACS 2012-16,Population under 200% of poverty determined ACS 2012-16,NH white population ACS 2012-16,NH black population ACS 2012-16,Hispanic population ACS 2012-16,Vacant units for rent ACS 2012-16,Vacant units rented not occupied ACS 2012-16,Total rental units ACS 2012-16,Total jobs private sector LED,Total jobs private sector businesses under 20 emply LED,Total CDBG investment,Total HOME investment,Total State school facilities grant investment,Total CIP investment,Multi-family assisted units,LIHTC units,Public housing units,Assisted units total,Dollar amount of small business loans CRA,AvgAnnualAmt,Small business lending per employment in small business,AnnualCRAperEmp,Poverty rate ACS 2012-16,Share white ACS 2012-16,Share black ACS 2012-16,Share Hispanic ACS 2012-16,non-white count ACS 2012-16,Share non-white ACS 2012-16,Flag for poverty rate under 20%,Flag for poverty rate under 25%,Flag for poverty rate under 30%,Flag for poverty rate under 40%,Flag for share  black pop under 50%,Flag for share  black pop under 75%,Flag for share  non-white pop under 60%,Flag for share  non-white pop under 80%,"per $1,000 assessed value 2015",$ loans per owner-occupied housing unit,"$ loans per $1,000 assessed value of commercial real estate",$ per capita under 200% poverty,"$ permits / $1,000 assessed value",Price per square foot,"$ sales / $1,000 assessed value","CIP $/ $1,000 assessed value",HOME and CDBG $ Per person under 200% poverty,# assisted units as % of total rental stock,# assisted per person under 200% poverty,$ per population under 18 years old,aggregate investment $ across sources,aggregate investment $ Per capita,aggregate investment $ per person under 200% poverty
24510200600,"Census Tract 2006, Baltimore city, Maryland",Allendale/Irvington/S. Hilton,Maryland,Baltimore City,6474663.814,4328080.27,129557.5391,1366397.703,25000,,,605000,,20628.30176,32370213.5,32370213.5,8520807.242,23849406.26,16821929.07,15548284.44,18.76610184,15680326.26,149552500,2604,516,518,339,2569,726,1305,863,1530,89,54,0,393,782,175,,,,75000,,,,,13163,1833166.625,62851.42969,10475.23828,0.282600224,0.331413209,0.587557614,0.034178186,1741,0.668586791,1,1,,,1,0,1,,149552.5,16449.43555,159.4718018,12890.36719,104.8483047,18.76610184,43.29358292,0.501496136,,,,,47453848,18223.44336,36363.10156
24510200701,"Census Tract 2007.01, Baltimore city, Maryland",Allendale/Irvington/S. Hilton,Maryland,Baltimore City,10590575.46,10546503.53,,,,,32558.27539,,,11513.65039,22145113.15,22145113.15,22145113.15,0,3226169.841,18918943.31,21.59093285,14934721.43,161460900,5109,1336,821,1051,5063,1366,2636,87,4752,118,21,27,1099,54,47,,,380114,,164,,12,176,321,53500,,,0.269800514,0.017028773,0.930123329,0.023096496,5022,0.982971251,1,1,,,1,1,1,1,161460.9063,26973.3418,0,1223.888428,92.49744415,21.59093285,65.5921936,,,0.160145581,0.066767827,284.5164795,55261240,10816.44922,20964.05078
24510200702,"Census Tract 2007.02, Baltimore city, Maryland",Allendale/Irvington/S. Hilton,Maryland,Baltimore City,2886618.966,2886618.966,,,,,,,,,6240356.295,6240356.295,6180356.295,60000,870034.4552,5370321.839,21.86033249,1377101.065,55331800,1049,296,290,131,1049,415,707,16,1014,0,27,24,182,41,40,,,30759,,,,,,317,52833.33203,,,0.395614862,0.015252622,0.96663487,0,1033,0.98474735,1,1,1,,1,1,1,1,55331.80078,21311.57422,1.084367394,1230.600342,24.88805771,21.86033249,52.16925812,,,,,103.9155426,15338407,14621.93262,21695.05859
24510200800,"Census Tract 2008, Baltimore city, Maryland",Allendale/Irvington/S. Hilton,Maryland,Baltimore City,11219375.4,6108765.871,1912676.26,225000,1465910,,556391.5781,722631.6875,,228000,20788081.52,20788081.52,14458141.84,6329939.677,1026761.888,19761319.63,23.3697567,5035278.11,92343100,2164,539,459,400,2153,563,1130,220,1870,41,45,0,445,543,101,,,,750000,,71,,71,3492,582000,34574.25781,5762.376465,0.26149559,0.101663589,0.864140451,0.018946396,1944,0.898336411,1,1,,,1,1,1,1,92343.10156,31499.21875,68.54804993,908.638855,54.5279274,23.3697567,121.4966278,8.121884346,,0.159550563,0.062831856,,47219092,21820.2832,41786.80859
24510210100,"Census Tract 2101, Baltimore city, Maryland",Washington Village/Pigtown,Maryland,Baltimore City,51376852.95,36417666.9,7912315.632,5696775.141,585000,135493.4375,,223249.75,,406352.0977,117031949.8,117031949.8,62478054.91,54553894.88,4658090.913,112373858.9,96.68839264,265707923.3,930038800,2376,418,425,557,2376,647,1227,694,1517,75,75,0,632,3094,363,,,431404,5800000,,1,,1,25049,3094833.25,51154.26953,8525.711914,0.272306383,0.292087555,0.638468027,0.031565655,1682,0.707912445,1,1,,,1,0,1,,930038.8125,147007.1875,58.65765381,3796.325195,285.6955261,96.68839264,55.24162292,6.236299038,,0.001582279,0.000814996,1032.067017,237143328,99807.79688,193270.8438
24510210200,"Census Tract 2102, Baltimore city, Maryland",Washington Village/Pigtown,Maryland,Baltimore City,47522850.65,37752208.81,5638489.448,997072.8594,,,,,,3135079.531,110599113.9,110599113.9,62753729.9,47845384.05,1957902.278,108641211.7,61.79137421,25893594.61,381980500,2888,494,625,677,2829,969,1599,968,1649,103,114,0,791,2277,332,,,1070979,3604250,109,110,,219,21870,2593000,46861.44531,7810.240723,0.342523873,0.335180044,0.57098335,0.035664819,1920,0.664819956,1,1,1,,1,0,1,,381980.5,100405.9688,125.2560883,1224.454224,67.78774261,61.79137421,124.4117203,9.43569088,,0.276864737,0.136960596,2167.973633,225572800,78106.92188,141071.1719
24510220100,"Census Tract 2201, Baltimore city, Maryland",Inner Harbor/Federal Hill,Maryland,Baltimore City,164494515.1,97822519.05,49092375.64,575000,11000000,,615918.6211,5066792,,321909.7798,348252178.8,348252178.8,152814807.1,195437371.7,1913795.722,346338383.1,215.1107941,255803214.6,1883358000,4196,402,825,1375,4196,464,1076,2999,594,228,0,0,1375,9364,790,,,,17250000,426,,,426,39615,5342166.5,40573.41797,6762.23584,0.11058151,0.714728296,0.141563401,0.054337464,1197,0.285271674,,0,,,,0,,,1883358,185230.0625,103.7706985,1778.620605,135.822937,215.1107941,87.34107971,9.159172058,,0.309818178,0.39591077,,682851072,162738.5781,634619.9375
24510230100,"Census Tract 2301, Baltimore city, Maryland",Inner Harbor/Federal Hill,Maryland,Baltimore City,84958819.34,54284533.18,14736732.97,9383178.555,,3433135.158,343382,1301543.125,,1476314.357,110860936.4,110860936.4,88189126,22671810.36,360986.5217,110499949.8,180.7275696,69786451.97,235125500,1850,301,295,470,1850,336,655,1015,648,55,61,18,549,1203,240,,,406072,133333,37,222,23,282,18238,2321833.25,58045.83203,9674.305664,0.181621626,0.548648655,0.350270271,0.02972973,835,0.451351345,,0,,,,0,,,235125.5,298946.1875,96.42429352,551.1244507,296.8051147,180.7275696,361.3339233,0.567071617,,0.513661206,0.430534363,1349.076416,284566560,153819.7656,434452.75
24510230200,"Census Tract 2302, Baltimore city, Maryland",Inner Harbor/Federal Hill,Maryland,Baltimore City,115852271.1,94896823.49,18658642.52,,,483278.3438,712013.1563,998048.2656,,103465.3438,199746264.4,199746264.4,150516680.6,49229583.82,1139166.492,198607097.9,204.1245728,15570180.89,296943000,2245,247,501,510,2204,155,272,1693,236,190,53,0,563,997,351,365393.46,,,,20,,,20,19016,2803333.25,47920.22656,7986.70459,0.070326678,0.75412029,0.105122492,0.084632516,552,0.24587974,,0,,,,0,,,296943,300432.5,165.7879944,4188.112305,52.43491364,204.1245728,390.1498718,,1343.358398,0.035523977,0.073529415,,466499648,207794.9375,1715072.25
24510230300,"Census Tract 2303, Baltimore city, Maryland",South Baltimore,Maryland,Baltimore City,88625958.85,58610095.09,5761178.234,20681818.42,,979000,569306.9375,1119170.875,,905389.2988,170126041.9,170126041.9,150172721.5,19953320.4,2993549,167132492.9,201.3177338,103258279.5,191275000,1254,42,288,286,1241,116,226,1120,48,49,0,17,303,1024,79,,,,700000,,,,,5843,769166.6875,58417.72266,9736.287109,0.093473002,0.893141925,0.038277511,0.039074961,134,0.106858052,,0,,,,0,,,191275,521433.0625,104.3174515,13245.79199,539.84198,201.3177338,463.3431396,3.659652233,,,,,409630560,326659.125,1812524.625
24510240100,"Census Tract 2401, Baltimore city, Maryland",South Baltimore,Maryland,Baltimore City,199579861.8,173022768.5,22207672.52,1201424.375,577722.7813,,,1630566.81,,939706.7813,414860660.4,414860660.4,233701198.7,181159461.7,399325.4141,414461335,208.4747925,125564015.9,554372300,3118,435,1024,446,3118,152,338,2824,68,102,36,8,490,4389,420,,,1651168,600000,,,,,11509,1585333.375,22647.61914,3774.603271,0.048749197,0.90570879,0.021808852,0.032713279,294,0.09429121,,0,,,,0,,,554372.3125,228223.8281,326.78302,1181.436157,226.4976349,208.4747925,360.0105286,1.082305193,,,,3795.788574,850404352,272740.3438,2515989.25
24510240200,"Census Tract 2402, Baltimore city, Maryland",Inner Harbor/Federal Hill,Maryland,Baltimore City,163794437.3,126052653.5,29492611.59,1600113,,,763924.9375,2071673.578,,3813460.688,205732024.4,205732024.4,173440224.5,32291799.89,4442695.793,201289328.6,240.6949158,218417729.2,398214800,3233,275,1059,573,3233,99,211,2542,274,133,45,0,618,1516,212,,,36430,,,,,,16250,2020333.375,57179.24609,9529.874023,0.030621713,0.786266625,0.084751002,0.041138262,691,0.213733375,,0,,,,0,,,398214.8125,163777.3594,81.09140778,21055.42969,548.4922485,240.6949158,411.3218079,,,,,132.4727325,543019328,167961.4375,2573551.25
24510240300,"Census Tract 2403, Baltimore city, Maryland",Inner Harbor/Federal Hill,Maryland,Baltimore City,128657912,91782032.65,4513356.805,,,,32171045.5,,,191477.0156,210728323.4,210728323.4,206100225.3,4628098.098,40309.78906,210688013.6,211.9052429,13385373.35,316091600,1996,168,522,592,1996,153,373,1656,83,104,24,0,616,263,202,,,999878,,49,,,49,5427,733666.6875,21792.08008,3632.013184,0.076653309,0.829659343,0.041583166,0.052104209,340,0.170340687,,0,,,,0,,,316091.5938,394828.0313,14.64163589,108.0691376,42.3465004,211.9052429,407.0273132,,,0.079545453,0.131367296,5951.654785,546491776,273793.4688,1465125.375
24510240400,"Census Tract 2404, Baltimore city, Maryland",South Baltimore,Maryland,Baltimore City,166705992.8,124681000.1,26917673.41,,,,,10323.30957,,15096995.98,300069354.9,300069354.9,189316401.5,110752953.4,1573152.082,298496202.8,209.4524231,74767970.48,424125000,2985,349,859,381,2985,50,247,2652,11,187,27,0,408,1485,205,,,671271,1772917,,,30,30,6316,916666.6875,26829.26758,4471.544922,0.01675042,0.888442218,0.003685092,0.062646568,333,0.111557789,,0,,,,0,,,424125,220391.625,261.1328125,6369.036621,176.2875824,209.4524231,393.0586243,4.180175781,,0.073529415,0.121457487,1923.412598,658542336,220617.2031,2666163.25
24510250101,"Census Tract 2501.01, Baltimore city, Maryland",Beechfield/Ten Hills/West Hills,Maryland,Baltimore City,15423315.53,11022566.7,,,,,4400748.828,,,,41655508.78,41655508.78,41655508.78,0,2969265.289,38686243.49,59.30280304,7356881.515,125432800,4427,1280,973,553,4340,983,1645,363,3704,13,112,0,665,46,30,,,,,,,30,30,0,,,,0.226497695,0.081996836,0.836683989,0.002936526,4064,0.918003142,1,0,,,1,1,1,1,125432.7969,42811.41797,0,1805.024536,58.65197754,59.30280304,122.9607849,,,0.045112781,0.018237082,,98734336,22302.76367,60020.87109
24510250102,"Census Tract 2501.02, Baltimore city, Maryland",Allendale/Irvington/S. Hilton,Maryland,Baltimore City,8411972.702,8411972.702,,,,,,,,,19225843.62,19225843.62,18717129.55,508714.0625,3215285.726,16010557.89,54.50343323,19477866.96,82619500,3193,789,635,586,3193,456,1330,149,2979,16,73,0,659,183,35,,,3865247,,,,,,417,50666.66797,,,0.142812401,0.046664577,0.932978392,0.005010962,3044,0.953335404,,0,,,1,1,1,1,82619.5,29475.79492,6.157312393,2417.508057,235.7538757,54.50343323,101.8158264,,,,,4898.918945,50220608,15728.3457,37759.85547
24510250103,"Census Tract 2501.03, Baltimore city, Maryland",Morrell Park/Violetville,Maryland,Baltimore City,62008242.82,27598597.86,10354665.09,7788043.813,10029703,,6213223.156,,,24009.90039,112021357.4,112021357.4,49714878.25,62306479.17,4064605.734,107956751.7,86.73603821,54700184.59,479829700,3693,621,754,874,3416,637,1302,2244,1036,286,45,0,919,6554,410,,,8530,,324,,,324,21726,3398500,49734.14453,8289.024414,0.186475411,0.607636094,0.280530721,0.077443816,1449,0.392363936,,0,,,,0,,,479829.6875,65934.85156,129.8512421,3121.816895,113.9991684,86.73603821,129.2296906,,,0.352557123,0.248847932,13.73590946,223774736,60594.29688,171870
24510250203,"Census Tract 2502.03, Baltimore city, Maryland",Cherry Hill,Maryland,Baltimore City,1612052.134,1106209.946,505842.1875,,,,,,,,7884955.212,7884955.212,7730105.572,154849.6406,886842.3489,6998112.863,32.74136734,5770022.668,156910700,1751,505,200,497,1751,455,801,160,1361,136,11,0,508,1466,62,,,,,,284,,284,4853,788166.6875,76274.19531,12712.36621,0.259851515,0.091376357,0.777270138,0.077669904,1591,0.908623636,1,1,,,1,1,1,1,156910.7031,38650.52734,0.986864746,1107.168945,36.77265167,32.74136734,10.27369118,,,0.55905509,0.354556799,,17231968,9841.214844,21513.06836
24510250204,"Census Tract 2502.04, Baltimore city, Maryland",Cherry Hill,Maryland,Baltimore City,807207.0859,232850.6484,574356.4375,,,,,,,,3486526.262,3486526.262,443967.0898,3042559.172,15334.17969,3471192.082,22.63318634,124522191.5,62569000,4083,1896,81,1396,4083,2667,3330,34,3923,116,57,0,1453,50,1,,,31026,4550000,,251,1281,1532,55,,,,0.653196156,0.00832721,0.960813105,0.028410483,4049,0.991672814,1,1,1,1,1,1,1,1,62569,5481.075195,48.62726212,4.604858875,1990.157959,22.63318634,12.90107059,72.71971893,,1.054370284,0.46006006,16.36392403,9318782,2282.336914,2798.433105
24510250205,"Census Tract 2502.05, Baltimore city, Maryland",Westport/Mount Winans/Lakeland,Maryland,Baltimore City,30677392.61,14609397.47,11623456.39,2223403.813,133333.3281,133333.3281,560175.1328,965346.5625,,428946.5938,31961460.21,31961460.21,18876731.64,13084728.56,534723.0784,31426737.13,35.85913086,12568855.49,224923300,4489,1145,611,947,4481,724,1892,1299,2597,260,100,0,1047,2377,458,,,8530,400000,,,,,30251,4238166.5,55521.83594,9253.638672,0.161571071,0.289374024,0.578525305,0.057919357,3190,0.710625947,,0,,,1,0,1,,224923.2969,30894.81445,58.17417908,282.6231995,55.88063049,35.85913086,136.3904572,1.778384089,,,,7.449781895,81954360,18256.70703,43316.25781
24510250206,"Census Tract 2502.06, Baltimore city, Maryland",Morrell Park/Violetville,Maryland,Baltimore City,33330525.27,11409739.31,2145159.788,18520332.12,219801.9844,,,848505.9375,,186986.1331,174706779.4,174706779.4,22006649.57,152700129.8,901376.7822,173805402.6,50.21150589,27729037.61,263485700,1827,259,675,147,1827,377,741,1440,175,160,87,0,234,3418,316,,,,,,,,,43452,6029666.5,114487.3438,19081.22266,0.206349209,0.788177311,0.095785439,0.087575257,387,0.211822659,1,0,,,,0,,,263485.6875,32602.44336,579.5386353,1216.432861,105.2392578,50.21150589,126.4984283,,,,,,230087408,125937.2813,310509.3125
24510250207,"Census Tract 2502.07, Baltimore city, Maryland",Cherry Hill,Maryland,Baltimore City,2107354.326,420205.8262,1687148.5,,,,,,,,38869704.22,38869704.22,1024898.409,37844805.81,0,38869704.22,37.68468475,1134705.751,54957700,2248,546,130,756,2241,453,1208,58,1892,116,0,0,756,693,39,,,801043,,,,,,4041,620500,,,0.202141896,0.025800712,0.841637015,0.051601425,2190,0.974199295,1,0,,,1,1,1,1,54957.69922,7883.833984,688.6170044,0,20.64689255,37.68468475,38.34502411,,,,,1467.111694,42807040,19042.27734,35436.29297
24510250301,"Census Tract 2503.01, Baltimore city, Maryland",Westport/Mount Winans/Lakeland,Maryland,Baltimore City,3699356.869,2650427.018,422412.8367,616447.7578,,,,,,10069.25732,12019730.67,12019730.67,10552824.69,1466905.984,828686.7062,11191043.97,26.91788483,7043730.477,113416700,2346,777,408,429,2346,787,1112,163,2145,33,89,0,518,360,119,,,383530,4130000,,,252,252,8929,1079833.375,54445.37891,9074.230469,0.335464627,0.069479965,0.914322257,0.014066496,2183,0.930520058,1,1,1,,1,1,1,1,113416.7031,25864.76563,12.93377399,745.2218628,62.10487747,26.91788483,32.61738968,36.41439056,,0.486486495,0.226618707,493.6036072,30794370,13126.33008,27692.7793
24510250303,"Census Tract 2503.03, Baltimore city, Maryland",Morrell Park/Violetville,Maryland,Baltimore City,17537335.18,6967188.235,705935.3672,2998753.063,610456.875,,5368121,240284.875,,646595.7607,148993974.9,33993974.88,20894548.02,13099426.86,482073.8954,33511900.99,38.63795471,9280245.271,101078100,2141,487,450,432,2101,747,1297,1252,493,230,14,0,446,565,115,,,422078,,,,,,16059,2449500,127800,21300,0.355544984,0.584773481,0.230266228,0.107426435,889,0.415226519,1,1,1,,,0,,,101078.1016,46432.32813,129.5970764,371.6838074,91.81262207,38.63795471,173.5028076,,,,,866.6899414,72863992,34032.69141,56178.86719
24510250401,"Census Tract 2504.01, Baltimore city, Maryland",Brooklyn/Curtis Bay/Hawkins Point,Maryland,Baltimore City,18332379.65,9944644.384,5144587.972,683892.1094,968652.3516,,411801.9434,767856.0938,,410944.792,35685168.07,35685168.07,23185999.08,12499168.99,1527667.392,34157500.68,38.25730133,6324082.489,181953000,3715,893,599,669,3715,817,2160,1647,1371,488,82,0,751,541,196,273883.02,,296793,99999,,,,,5124,680000,20816.32617,3469.387695,0.219919249,0.443337828,0.369044423,0.131359354,2068,0.556662202,1,0,,,,0,,,181953,38707.84375,68.69449615,707.253418,34.75668335,38.25730133,100.7533798,0.549586952,126.797699,,,332.3549805,77879344,20963.48438,36055.25
24510250402,"Census Tract 2504.02, Baltimore city, Maryland",Brooklyn/Curtis Bay/Hawkins Point,Maryland,Baltimore City,8437261.695,7706597.57,627431.0234,,103233.1016,,,,,,33209717.62,33209717.62,31371390.59,1838327.028,1519350.534,31690367.08,34.36723328,1491362.697,142357600,4659,1453,467,1128,4631,1629,2883,1159,2407,715,36,30,1194,47,21,,,,,,,500,500,2037,317833.3438,,,0.351759881,0.248765826,0.516634464,0.153466403,3500,0.751234174,1,1,1,,1,0,1,,142357.5938,67176.42188,12.91344547,527.0032959,10.47617245,34.36723328,59.26808167,,,0.418760478,0.173430458,,73020408,15672.97852,25327.92578
24510250500,"Census Tract 2505, Baltimore city, Maryland",Brooklyn/Curtis Bay/Hawkins Point,Maryland,Baltimore City,37559937.28,7553884.058,4909106.32,20790517.33,,2793487.75,406971.25,171000,,934970.571,69709780,69709780,17156013.48,52553766.52,3675664.774,66034115.23,33.00329971,43458335.84,290947100,5462,1454,555,1394,5462,1736,2964,2824,1846,583,199,0,1593,3860,273,,,623997,10950000,,,,,36517,4943666.5,108652.0156,18108.66797,0.317832291,0.517026722,0.337971449,0.106737457,2638,0.482973278,1,1,1,,,0,,,290947.0938,30911.73633,180.6299744,1240.102783,149.368515,33.00329971,129.0954132,37.63570786,,,,429.1588745,136036256,24905.94141,45896.17188
24510250600,"Census Tract 2506, Baltimore city, Maryland",Brooklyn/Curtis Bay/Hawkins Point,Maryland,Baltimore City,3714043.871,46054.60156,399081.0039,1906213.828,,760902.125,101742.8125,,,500049.5,56280908.92,56280908.92,96091.01563,56184817.91,0,56280908.92,37.26303864,185098024.1,158534700,0,0,0,0,0,0,0,0,0,0,0,0,0,3152,192,,,,86954000,,,,,23268,2627333.25,82104.16406,13684.02734,,,,,0,,1,1,1,1,1,1,1,1,158534.7031,,354.4007568,,1167.555298,37.26303864,23.4273243,548.4855957,,,,,147068320,,
24510260101,"Census Tract 2601.01, Baltimore city, Maryland",Cedonia/Frankford,Maryland,Baltimore City,43692881.44,39154761.09,3870202.773,252425.7422,,,,223834.1875,,191657.6431,89056781.3,89056781.3,81881470.3,7175310.994,5280932.996,83775848.3,67.72561646,4455035.386,201715600,4811,947,1117,802,4802,899,1384,1320,3098,263,43,41,886,291,142,,,222927,,,,,,1191,156166.6719,6598.591309,1099.765259,0.187213659,0.274371237,0.643940985,0.054666389,3491,0.725628793,,0,,,1,0,1,,201715.5938,73304.80469,35.57142258,3815.703125,22.08572578,67.72561646,216.606369,,,,,235.4033813,214855248,44659.16797,155242.2344
24510260102,"Census Tract 2601.02, Baltimore city, Maryland",Cedonia/Frankford,Maryland,Baltimore City,33816600.42,32771134.23,795297.875,,,,67000,108910.8906,,74257.42188,83143246.51,83143246.51,73047729.69,10095516.81,18743942.84,64399303.66,62.08621216,5961976.092,213974100,4869,1212,1443,309,4869,561,2160,456,4173,158,40,20,369,244,142,,,,,12,,,12,1165,194166.6719,8204.225586,1367.370972,0.115218729,0.093653731,0.85705483,0.032450195,4413,0.906346262,,0,,,1,1,1,1,213974.0938,50622.12891,47.18102264,8677.750977,27.86307526,62.08621216,158.0406342,,,0.032520324,0.005555556,,190008736,39024.17969,87967.00781
24510260201,"Census Tract 2602.01, Baltimore city, Maryland",Cedonia/Frankford,Maryland,Baltimore City,25214428.85,21969549.97,3061103.016,,,,,,,183775.8672,51827445.67,51827445.67,44175454.92,7651990.75,5907568.088,45919877.58,62.05169678,9018770.57,171861100,5308,978,611,1685,5065,898,1894,606,4271,173,150,0,1835,799,174,250000,,165774,4425000,,140,,140,2675,420833.3438,14511.49414,2418.58252,0.177295163,0.114167295,0.804634511,0.032592315,4702,0.885832727,,0,,,1,1,1,1,171861.0938,72300.25,44.52427673,3119.096191,52.47709274,62.05169678,146.7140045,25.74753761,131.9957733,0.076294281,0.073917635,169.503067,126060784,23749.20508,66557.96094
24510260202,"Census Tract 2602.02, Baltimore city, Maryland",Cedonia/Frankford,Maryland,Baltimore City,14110497.87,13816107.64,250000,,,,44390.23047,,,,34257809.29,34257809.29,33330421.94,927387.3525,3875233.61,30382575.68,47.1301384,10953816.94,160655200,5361,1341,885,1403,5302,956,2496,560,4061,36,194,27,1624,66,63,,,33499,,,78,,78,320,53333.33203,5079.365234,846.5608521,0.180309311,0.104458123,0.75750792,0.006715165,4801,0.895541847,,0,,,1,1,1,1,160655.2031,37661.49219,5.772532463,1552.577515,68.18215179,47.1301384,87.83094025,,,0.048029557,0.03125,24.9806118,81732544,15245.76465,32745.41016
24510260203,"Census Tract 2602.03, Baltimore city, Maryland",Cedonia/Frankford,Maryland,Baltimore City,11548886.98,9987408.112,,,,,1551577.875,,,9900.990234,25271637.71,25271637.71,21765811.98,3505825.73,2573594.692,22698043.02,59.7473526,1432878.54,108989300,2838,793,513,521,2787,593,1435,168,2604,11,45,0,566,122,76,,,25395,,204,,,204,962,160333.3281,12657.89453,2109.64917,0.212773591,0.059196617,0.917547584,0.003875969,2670,0.940803409,1,0,,,1,1,1,1,108989.2969,42428.48438,32.16669846,1793.445801,13.14696598,59.7473526,105.9634933,,,0.360424042,0.142160282,32.02396011,58612692,20652.81641,40845.08203
24510260301,"Census Tract 2603.01, Baltimore city, Maryland",Belair-Edison,Maryland,Baltimore City,15287318.4,14344402.03,942916.3672,,,,,,,,41057390.51,41057390.51,37791583.83,3265806.682,4646509.722,36410880.79,35.01177979,5209657.042,161015700,4242,1284,961,613,4211,1332,2291,320,3671,22,93,0,706,150,31,79800,,208604,,,,,,3690,598000,,,0.316314429,0.075436115,0.865393698,0.005186233,3922,0.924563885,1,1,1,,1,1,1,1,161015.7031,39325.26953,20.28253555,2028.157837,32.3549614,35.01177979,94.94303131,,34.83195114,,,162.4641724,94428384,22260.3457,41217.10156
24510260302,"Census Tract 2603.02, Baltimore city, Maryland",Belair-Edison,Maryland,Baltimore City,20830709.62,20530709.62,,,300000,,,,,,51641611.19,51641611.19,51386311.19,255300,6577683.593,45063927.59,44.28537369,13409174.88,211720600,6353,1669,1402,954,6337,1743,3122,397,5698,154,94,0,1048,127,36,,,5517664,,,,,,2154,132500,,,0.275051296,0.062490162,0.896899104,0.024240516,5956,0.937509835,1,1,,,1,1,1,1,211720.5938,36652.14844,1.205834508,2106.881348,63.33429718,44.28537369,98.38773346,,,,,3305.969971,129378448,20364.9375,41440.88672
24510260303,"Census Tract 2603.03, Baltimore city, Maryland",Claremont/Armistead,Maryland,Baltimore City,11438932.99,5315541.492,1645145.625,2205297,,,,2272948.875,,,33204647.98,33204647.98,11165215.44,22039432.54,10032436.95,23172211.03,85.72021484,19271997.9,73712800,890,203,107,279,890,330,735,216,571,62,27,0,306,1097,57,614597,1680000,,,,198,,198,10331,1400666.625,147438.5938,24573.09961,0.370786518,0.242696628,0.641573012,0.069662921,674,0.757303357,1,1,1,,1,0,1,,73712.79688,104347.8047,298.9906006,13649.57422,261.447113,85.72021484,155.1824646,,3121.900635,0.647058845,0.269387752,,58113724,65296.32031,79066.28906
24510260401,"Census Tract 2604.01, Baltimore city, Maryland",Claremont/Armistead,Maryland,Baltimore City,809900.9688,,297029.6875,512871.2813,,,,,,,556534.6563,556534.6563,0,556534.6563,0,556534.6563,39.0625,1103744.38,11800600,3473,1071,697,598,3473,684,2230,2027,265,960,0,0,598,230,104,,,28672,,,,,,2563,427166.6563,24644.23047,4107.371582,0.196947888,0.583645284,0.076302908,0.27641809,1446,0.416354746,,0,,,,0,,,11800.59961,0,47.16155624,0,93.53290558,39.0625,68.63218689,,,,,26.77124214,1397670.625,402.4389954,626.7581177
24510260402,"Census Tract 2604.02, Baltimore city, Maryland",Claremont/Armistead,Maryland,Baltimore City,7785747.512,5911232.539,1874514.973,,,,,,,,43142313.08,43142313.08,37891980.52,5250332.563,2805967.757,40336345.33,69.83415222,5144235.877,112151200,2792,719,313,824,2792,686,1258,114,2597,0,56,0,880,538,154,,,3304697,,,60,,60,15825,2041000,79519.48438,13253.24707,0.245701998,0.040830944,0.930157602,0,2678,0.95916903,1,0,,,1,1,1,1,112151.2031,121060.6406,46.81476974,2230.499023,45.86875153,69.83415222,69.42188263,,,0.06818182,0.047694754,4596.240723,92140560,33001.63281,73243.6875
24510260403,"Census Tract 2604.03, Baltimore city, Maryland",Claremont/Armistead,Maryland,Baltimore City,1811602.408,1811602.408,,,,,,,,,16253340.9,16253340.9,6294765.482,9958575.414,1042319.705,15211021.19,43.83250809,11246750.57,67280900,1743,480,163,566,1743,521,800,123,1588,0,23,0,589,412,91,,,,330000,,,,,6888,905000,59670.32813,9945.054688,0.298909932,0.070567988,0.91107285,0,1620,0.929432034,1,1,,,1,1,1,1,67280.89844,38618.19141,148.0148926,1302.899658,167.1611176,43.83250809,26.92595482,4.904809475,,,,,24696596,14169.0166,30870.74414
24510260404,"Census Tract 2604.04, Baltimore city, Maryland",Orangeville/East Highlandtown,Maryland,Baltimore City,68483216.29,4667858.896,10744522.58,47434776.32,,,,1937900.313,,3698158.18,121781765.4,121781765.4,7803636.367,113978129.1,13870235.77,107911529.7,41.54277039,42751837.57,244385700,2137,743,235,393,2137,642,1181,420,794,734,75,0,468,5668,684,,,,570000,,,,,52908,6700500,58776.31641,9796.052734,0.300421149,0.196537197,0.371548891,0.343472153,1717,0.803462803,1,1,1,,,0,1,1,244385.7031,33206.96484,466.3862305,11744.48438,174.9359131,41.54277039,280.2259521,2.332378626,,,,,198691536,92976.85156,168240.0781
